ts,city,station,event,bracket,lo,hi,nbm_high,nbm_sigma,nbm_p,k_yes_bid,k_yes_ask,k_mid,actual_high,settled,nbm_cycle,entry_prob,fee,edge,signal,outcome,pnl
2026-06-30T18:14:04.021943,PHX,KPHX,KXHIGHTPHX-26JUL01,102° to 103°,102,103,102,2,0.3721,52,53,52.5,102,yes,17,0.5300,0.0174,-0.1579,0,1,0.4526
2026-06-30T18:14:04.021943,PHX,KPHX,KXHIGHTPHX-26JUL01,104° to 105°,104,105,102,2,0.1866,17,18,17.5,102,no,17,0.1800,0.0103,0.0066,0,0,-0.1903
2026-06-30T18:14:04.021943,PHX,KPHX,KXHIGHTPHX-26JUL01,106° or above,106,,102,2,0.0401,2,3,2.5,102,no,17,0.0300,0.0020,0.0101,1,0,-0.0320
2026-06-30T18:14:04.021943,DAL,KDFW,KXHIGHTDAL-26JUL01,95° or below,,95,98,2,0.1056,11,12,11.5,96,no,17,0.1200,0.0074,-0.0144,0,0,-0.1274
2026-06-30T18:14:04.021943,DAL,KDFW,KXHIGHTDAL-26JUL01,96° to 97°,96,97,98,2,0.2956,42,43,42.5,96,yes,17,0.4300,0.0172,-0.1344,0,1,0.5528
2026-06-30T18:14:04.021943,DAL,KDFW,KXHIGHTDAL-26JUL01,98° to 99°,98,99,98,2,0.3721,28,30,29.0,96,no,17,0.3000,0.0147,0.0721,1,0,-0.3147
2026-06-30T18:14:04.021943,DAL,KDFW,KXHIGHTDAL-26JUL01,100° to 101°,100,101,98,2,0.1866,4,7,5.5,96,no,17,0.0700,0.0046,0.1166,1,0,-0.0746
2026-06-30T18:14:04.021943,DAL,KDFW,KXHIGHTDAL-26JUL01,102° to 103°,102,103,98,2,0.0371,1,2,1.5,96,no,17,0.0200,0.0014,0.0171,1,0,-0.0214
2026-06-30T18:14:04.021943,DAL,KDFW,KXHIGHTDAL-26JUL01,104° or above,104,,98,2,0.003,1,2,1.5,96,no,17,0.0200,0.0014,-0.0170,0,0,-0.0214
2026-06-30T18:14:04.021943,BOS,KBOS,KXHIGHTBOS-26JUL01,92° or below,,92,97,2,0.0122,4,5,4.5,92,yes,17,0.0500,0.0033,-0.0378,0,1,0.9467
2026-06-30T18:14:04.021943,BOS,KBOS,KXHIGHTBOS-26JUL01,93° to 94°,93,94,97,2,0.0934,24,25,24.5,92,no,17,0.2500,0.0131,-0.1566,0,0,-0.2631
2026-06-30T18:14:04.021943,BOS,KBOS,KXHIGHTBOS-26JUL01,95° to 96°,95,96,97,2,0.2956,25,28,26.5,92,no,17,0.2800,0.0141,0.0156,1,0,-0.2941
2026-06-30T18:14:04.021943,BOS,KBOS,KXHIGHTBOS-26JUL01,97° to 98°,97,98,97,2,0.3721,35,36,35.5,92,no,17,0.3600,0.0161,0.0121,0,0,-0.3761
2026-06-30T18:14:04.021943,BOS,KBOS,KXHIGHTBOS-26JUL01,99° to 100°,99,100,97,2,0.1866,4,5,4.5,92,no,17,0.0500,0.0033,0.1366,1,0,-0.0533
2026-06-30T18:14:04.021943,BOS,KBOS,KXHIGHTBOS-26JUL01,101° or above,101,,97,2,0.0401,2,3,2.5,92,no,17,0.0300,0.0020,0.0101,1,0,-0.0320
2026-07-01T18:16:32.107826,NYC,KNYC,KXHIGHNY-26JUL02,98° or below,,98,101,2,0.1056,19,20,19.5,100,no,17,0.2000,0.0112,-0.0944,0,0,-0.2112
2026-07-01T18:16:32.107826,NYC,KNYC,KXHIGHNY-26JUL02,99° to 100°,99,100,101,2,0.2956,46,50,48.0,100,yes,17,0.5000,0.0175,-0.2044,0,1,0.4825
2026-07-01T18:16:32.107826,NYC,KNYC,KXHIGHNY-26JUL02,101° to 102°,101,102,101,2,0.3721,20,21,20.5,100,no,17,0.2100,0.0116,0.1621,1,0,-0.2216
2026-07-01T18:16:32.107826,NYC,KNYC,KXHIGHNY-26JUL02,103° to 104°,103,104,101,2,0.1866,9,10,9.5,100,no,17,0.1000,0.0063,0.0866,1,0,-0.1063
2026-07-01T18:16:32.107826,NYC,KNYC,KXHIGHNY-26JUL02,105° to 106°,105,106,101,2,0.0371,2,4,3.0,100,no,17,0.0400,0.0027,-0.0029,0,0,-0.0427
2026-07-01T18:16:32.107826,NYC,KNYC,KXHIGHNY-26JUL02,107° or above,107,,101,2,0.003,,1,,100,no,17,0.0100,0.0007,-0.0070,0,0,-0.0107
2026-07-01T18:16:32.107826,CHI,KMDW,KXHIGHCHI-26JUL02,92° or below,,92,95,2,0.1056,16,17,16.5,95,no,17,0.1700,0.0099,-0.0644,0,0,-0.1799
2026-07-01T18:16:32.107826,CHI,KMDW,KXHIGHCHI-26JUL02,93° to 94°,93,94,95,2,0.2956,37,38,37.5,95,no,17,0.3800,0.0165,-0.0844,0,0,-0.3965
2026-07-01T18:16:32.107826,CHI,KMDW,KXHIGHCHI-26JUL02,95° to 96°,95,96,95,2,0.3721,20,25,22.5,95,yes,17,0.2500,0.0131,0.1221,1,1,0.7369
2026-07-01T18:16:32.107826,CHI,KMDW,KXHIGHCHI-26JUL02,97° to 98°,97,98,95,2,0.1866,20,21,20.5,95,no,17,0.2100,0.0116,-0.0234,0,0,-0.2216
2026-07-01T18:16:32.107826,CHI,KMDW,KXHIGHCHI-26JUL02,99° to 100°,99,100,95,2,0.0371,2,3,2.5,95,no,17,0.0300,0.0020,0.0071,1,0,-0.0320
2026-07-01T18:16:32.107826,CHI,KMDW,KXHIGHCHI-26JUL02,101° or above,101,,95,2,0.003,,1,,95,no,17,0.0100,0.0007,-0.0070,0,0,-0.0107
2026-07-01T18:16:32.107826,MIA,KMIA,KXHIGHMIA-26JUL02,86° or below,,86,91,2,0.0122,1,2,1.5,93,no,17,0.0200,0.0014,-0.0078,0,0,-0.0214
2026-07-01T18:16:32.107826,MIA,KMIA,KXHIGHMIA-26JUL02,87° to 88°,87,88,91,2,0.0934,7,9,8.0,93,no,17,0.0900,0.0057,0.0034,0,0,-0.0957
2026-07-01T18:16:32.107826,MIA,KMIA,KXHIGHMIA-26JUL02,89° to 90°,89,90,91,2,0.2956,17,18,17.5,93,no,17,0.1800,0.0103,0.1156,1,0,-0.1903
2026-07-01T18:16:32.107826,MIA,KMIA,KXHIGHMIA-26JUL02,91° to 92°,91,92,91,2,0.3721,55,56,55.5,93,no,17,0.5600,0.0172,-0.1879,0,0,-0.5772
2026-07-01T18:16:32.107826,MIA,KMIA,KXHIGHMIA-26JUL02,93° to 94°,93,94,91,2,0.1866,19,22,20.5,93,yes,17,0.2200,0.0120,-0.0334,0,1,0.7680
2026-07-01T18:16:32.107826,MIA,KMIA,KXHIGHMIA-26JUL02,95° or above,95,,91,2,0.0401,1,2,1.5,93,no,17,0.0200,0.0014,0.0201,1,0,-0.0214
2026-07-01T18:16:32.107826,AUS,KAUS,KXHIGHAUS-26JUL02,92° or below,,92,96,2,0.0401,7,8,7.5,96,no,17,0.0800,0.0052,-0.0399,0,0,-0.0852
2026-07-01T18:16:32.107826,AUS,KAUS,KXHIGHAUS-26JUL02,93° to 94°,93,94,96,2,0.1866,15,16,15.5,96,no,17,0.1600,0.0094,0.0266,1,0,-0.1694
2026-07-01T18:16:32.107826,AUS,KAUS,KXHIGHAUS-26JUL02,95° to 96°,95,96,96,2,0.3721,48,49,48.5,96,yes,17,0.4900,0.0175,-0.1179,0,1,0.4925
2026-07-01T18:16:32.107826,AUS,KAUS,KXHIGHAUS-26JUL02,97° to 98°,97,98,96,2,0.2956,17,18,17.5,96,no,17,0.1800,0.0103,0.1156,1,0,-0.1903
2026-07-01T18:16:32.107826,AUS,KAUS,KXHIGHAUS-26JUL02,99° to 100°,99,100,96,2,0.0934,1,2,1.5,96,no,17,0.0200,0.0014,0.0734,1,0,-0.0214
2026-07-01T18:16:32.107826,AUS,KAUS,KXHIGHAUS-26JUL02,101° or above,101,,96,2,0.0122,1,3,2.0,96,no,17,0.0300,0.0020,-0.0178,0,0,-0.0320
2026-07-01T18:16:32.107826,LAX,KLAX,KXHIGHLAX-26JUL02,65° or below,,65,70,1,0.0,,1,,73,no,17,0.0100,0.0007,-0.0100,0,0,-0.0107
2026-07-01T18:16:32.107826,LAX,KLAX,KXHIGHLAX-26JUL02,66° to 67°,66,67,70,1,0.0062,1,3,2.0,73,no,17,0.0300,0.0020,-0.0238,0,0,-0.0320
2026-07-01T18:16:32.107826,LAX,KLAX,KXHIGHLAX-26JUL02,68° to 69°,68,69,70,1,0.3023,5,6,5.5,73,no,17,0.0600,0.0039,0.2423,1,0,-0.0639
2026-07-01T18:16:32.107826,LAX,KLAX,KXHIGHLAX-26JUL02,70° to 71°,70,71,70,1,0.6247,36,41,38.5,73,no,17,0.4100,0.0169,0.2147,1,0,-0.4269
2026-07-01T18:16:32.107826,LAX,KLAX,KXHIGHLAX-26JUL02,72° to 73°,72,73,70,1,0.0666,44,45,44.5,73,yes,17,0.4500,0.0173,-0.3834,0,1,0.5327
2026-07-01T18:16:32.107826,LAX,KLAX,KXHIGHLAX-26JUL02,74° or above,74,,70,1,0.0002,12,13,12.5,73,no,17,0.1300,0.0079,-0.1298,0,0,-0.1379
2026-07-01T18:16:32.107826,PHX,KPHX,KXHIGHTPHX-26JUL02,99° or below,,99,103,2,0.0401,2,3,2.5,103,no,17,0.0300,0.0020,0.0101,1,0,-0.0320
2026-07-01T18:16:32.107826,PHX,KPHX,KXHIGHTPHX-26JUL02,100° to 101°,100,101,103,2,0.1866,3,6,4.5,103,no,17,0.0600,0.0039,0.1266,1,0,-0.0639
2026-07-01T18:16:32.107826,PHX,KPHX,KXHIGHTPHX-26JUL02,102° to 103°,102,103,103,2,0.3721,36,39,37.5,103,yes,17,0.3900,0.0167,-0.0179,0,1,0.5933
2026-07-01T18:16:32.107826,PHX,KPHX,KXHIGHTPHX-26JUL02,104° to 105°,104,105,103,2,0.2956,47,55,51.0,103,no,17,0.5500,0.0173,-0.2544,0,0,-0.5673
2026-07-01T18:16:32.107826,PHX,KPHX,KXHIGHTPHX-26JUL02,106° to 107°,106,107,103,2,0.0934,7,8,7.5,103,no,17,0.0800,0.0052,0.0134,1,0,-0.0852
2026-07-01T18:16:32.107826,PHX,KPHX,KXHIGHTPHX-26JUL02,108° or above,108,,103,2,0.0122,1,3,2.0,103,no,17,0.0300,0.0020,-0.0178,0,0,-0.0320
2026-07-01T18:16:32.107826,DAL,KDFW,KXHIGHTDAL-26JUL02,95° or below,,95,97,2,0.2266,39,40,39.5,95,yes,17,0.4000,0.0168,-0.1734,0,1,0.5832
2026-07-01T18:16:32.107826,DAL,KDFW,KXHIGHTDAL-26JUL02,96° to 97°,96,97,97,2,0.3721,36,42,39.0,95,no,17,0.4200,0.0171,-0.0479,0,0,-0.4371
2026-07-01T18:16:32.107826,DAL,KDFW,KXHIGHTDAL-26JUL02,98° to 99°,98,99,97,2,0.2956,19,20,19.5,95,no,17,0.2000,0.0112,0.0956,1,0,-0.2112
2026-07-01T18:16:32.107826,DAL,KDFW,KXHIGHTDAL-26JUL02,100° to 101°,100,101,97,2,0.0934,3,4,3.5,95,no,17,0.0400,0.0027,0.0534,1,0,-0.0427
2026-07-01T18:16:32.107826,DAL,KDFW,KXHIGHTDAL-26JUL02,102° to 103°,102,103,97,2,0.0116,,2,,95,no,17,0.0200,0.0014,-0.0084,0,0,-0.0214
2026-07-01T18:16:32.107826,DAL,KDFW,KXHIGHTDAL-26JUL02,104° or above,104,,97,2,0.0006,,2,,95,no,17,0.0200,0.0014,-0.0194,0,0,-0.0214
2026-07-01T18:16:32.107826,BOS,KBOS,KXHIGHTBOS-26JUL02,97° or below,,97,102,2,0.0122,19,20,19.5,101,no,17,0.2000,0.0112,-0.1878,0,0,-0.2112
2026-07-01T18:16:32.107826,BOS,KBOS,KXHIGHTBOS-26JUL02,98° to 99°,98,99,102,2,0.0934,35,36,35.5,101,no,17,0.3600,0.0161,-0.2666,0,0,-0.3761
2026-07-01T18:16:32.107826,BOS,KBOS,KXHIGHTBOS-26JUL02,100° to 101°,100,101,102,2,0.2956,25,33,29.0,101,yes,17,0.3300,0.0155,-0.0344,0,1,0.6545
2026-07-01T18:16:32.107826,BOS,KBOS,KXHIGHTBOS-26JUL02,102° to 103°,102,103,102,2,0.3721,15,23,19.0,101,no,17,0.2300,0.0124,0.1421,1,0,-0.2424
2026-07-01T18:16:32.107826,BOS,KBOS,KXHIGHTBOS-26JUL02,104° to 105°,104,105,102,2,0.1866,3,4,3.5,101,no,17,0.0400,0.0027,0.1466,1,0,-0.0427
2026-07-01T18:16:32.107826,BOS,KBOS,KXHIGHTBOS-26JUL02,106° or above,106,,102,2,0.0401,,2,,101,no,17,0.0200,0.0014,0.0201,1,0,-0.0214
2026-07-02T18:02:05.535927,NYC,KNYC,KXHIGHNY-26JUL03,97° or below,,97,102,2,0.0122,7,9,8.0,98,no,17,0.0900,0.0057,-0.0778,0,0,-0.0957
2026-07-02T18:02:05.535927,NYC,KNYC,KXHIGHNY-26JUL03,98° to 99°,98,99,102,2,0.0934,25,27,26.0,98,yes,17,0.2700,0.0138,-0.1766,0,1,0.7162
2026-07-02T18:02:05.535927,NYC,KNYC,KXHIGHNY-26JUL03,100° to 101°,100,101,102,2,0.2956,36,38,37.0,98,no,17,0.3800,0.0165,-0.0844,0,0,-0.3965
2026-07-02T18:02:05.535927,NYC,KNYC,KXHIGHNY-26JUL03,102° to 103°,102,103,102,2,0.3721,19,20,19.5,98,no,17,0.2000,0.0112,0.1721,1,0,-0.2112
2026-07-02T18:02:05.535927,NYC,KNYC,KXHIGHNY-26JUL03,104° to 105°,104,105,102,2,0.1866,4,5,4.5,98,no,17,0.0500,0.0033,0.1366,1,0,-0.0533
2026-07-02T18:02:05.535927,NYC,KNYC,KXHIGHNY-26JUL03,106° or above,106,,102,2,0.0401,,1,,98,no,17,0.0100,0.0007,0.0301,1,0,-0.0107
2026-07-02T18:02:05.535927,CHI,KMDW,KXHIGHCHI-26JUL03,88° or below,,88,92,3,0.1217,18,19,18.5,91,no,17,0.1900,0.0108,-0.0683,0,0,-0.2008
2026-07-02T18:02:05.535927,CHI,KMDW,KXHIGHCHI-26JUL03,89° to 90°,89,90,92,3,0.1869,38,39,38.5,91,no,17,0.3900,0.0167,-0.2031,0,0,-0.4067
2026-07-02T18:02:05.535927,CHI,KMDW,KXHIGHCHI-26JUL03,91° to 92°,91,92,92,3,0.2576,25,26,25.5,91,yes,17,0.2600,0.0135,-0.0024,0,1,0.7265
2026-07-02T18:02:05.535927,CHI,KMDW,KXHIGHCHI-26JUL03,93° to 94°,93,94,92,3,0.2315,14,15,14.5,91,no,17,0.1500,0.0089,0.0815,1,0,-0.1589
2026-07-02T18:02:05.535927,CHI,KMDW,KXHIGHCHI-26JUL03,95° to 96°,95,96,92,3,0.1355,9,10,9.5,91,no,17,0.1000,0.0063,0.0355,1,0,-0.1063
2026-07-02T18:02:05.535927,CHI,KMDW,KXHIGHCHI-26JUL03,97° or above,97,,92,3,0.0668,,1,,91,no,17,0.0100,0.0007,0.0568,1,0,-0.0107
2026-07-02T18:02:05.535927,MIA,KMIA,KXHIGHMIA-26JUL03,87° or below,,87,92,2,0.0122,,1,,91,no,17,0.0100,0.0007,0.0022,1,0,-0.0107
2026-07-02T18:02:05.535927,MIA,KMIA,KXHIGHMIA-26JUL03,88° to 89°,88,89,92,2,0.0934,7,8,7.5,91,no,17,0.0800,0.0052,0.0134,1,0,-0.0852
2026-07-02T18:02:05.535927,MIA,KMIA,KXHIGHMIA-26JUL03,90° to 91°,90,91,92,2,0.2956,15,16,15.5,91,yes,17,0.1600,0.0094,0.1356,1,1,0.8306
2026-07-02T18:02:05.535927,MIA,KMIA,KXHIGHMIA-26JUL03,92° to 93°,92,93,92,2,0.3721,60,61,60.5,91,no,17,0.6100,0.0167,-0.2379,0,0,-0.6267
2026-07-02T18:02:05.535927,MIA,KMIA,KXHIGHMIA-26JUL03,94° to 95°,94,95,92,2,0.1866,14,15,14.5,91,no,17,0.1500,0.0089,0.0366,1,0,-0.1589
2026-07-02T18:02:05.535927,MIA,KMIA,KXHIGHMIA-26JUL03,96° or above,96,,92,2,0.0401,1,2,1.5,91,no,17,0.0200,0.0014,0.0201,1,0,-0.0214
2026-07-02T18:02:05.535927,AUS,KAUS,KXHIGHAUS-26JUL03,93° or below,,93,96,2,0.1056,5,6,5.5,98,no,17,0.0600,0.0039,0.0456,1,0,-0.0639
2026-07-02T18:02:05.535927,AUS,KAUS,KXHIGHAUS-26JUL03,94° to 95°,94,95,96,2,0.2956,15,16,15.5,98,no,17,0.1600,0.0094,0.1356,1,0,-0.1694
2026-07-02T18:02:05.535927,AUS,KAUS,KXHIGHAUS-26JUL03,96° to 97°,96,97,96,2,0.3721,48,49,48.5,98,no,17,0.4900,0.0175,-0.1179,0,0,-0.5075
2026-07-02T18:02:05.535927,AUS,KAUS,KXHIGHAUS-26JUL03,98° to 99°,98,99,96,2,0.1866,21,24,22.5,98,yes,17,0.2400,0.0128,-0.0534,0,1,0.7472
2026-07-02T18:02:05.535927,AUS,KAUS,KXHIGHAUS-26JUL03,100° to 101°,100,101,96,2,0.0371,4,5,4.5,98,no,17,0.0500,0.0033,-0.0129,0,0,-0.0533
2026-07-02T18:02:05.535927,AUS,KAUS,KXHIGHAUS-26JUL03,102° or above,102,,96,2,0.003,1,2,1.5,98,no,17,0.0200,0.0014,-0.0170,0,0,-0.0214
2026-07-02T18:02:05.535927,LAX,KLAX,KXHIGHLAX-26JUL03,66° or below,,66,72,1,0.0,,1,,73,no,17,0.0100,0.0007,-0.0100,0,0,-0.0107
2026-07-02T18:02:05.535927,LAX,KLAX,KXHIGHLAX-26JUL03,67° to 68°,67,68,72,1,0.0002,1,2,1.5,73,no,17,0.0200,0.0014,-0.0198,0,0,-0.0214
2026-07-02T18:02:05.535927,LAX,KLAX,KXHIGHLAX-26JUL03,69° to 70°,69,70,72,1,0.0666,3,4,3.5,73,no,17,0.0400,0.0027,0.0266,1,0,-0.0427
2026-07-02T18:02:05.535927,LAX,KLAX,KXHIGHLAX-26JUL03,71° to 72°,71,72,72,1,0.6247,40,45,42.5,73,no,17,0.4500,0.0173,0.1747,1,0,-0.4673
2026-07-02T18:02:05.535927,LAX,KLAX,KXHIGHLAX-26JUL03,73° to 74°,73,74,72,1,0.3023,40,41,40.5,73,yes,17,0.4100,0.0169,-0.1077,0,1,0.5731
2026-07-02T18:02:05.535927,LAX,KLAX,KXHIGHLAX-26JUL03,75° or above,75,,72,1,0.0062,9,11,10.0,73,no,17,0.1100,0.0069,-0.1038,0,0,-0.1169
2026-07-02T18:02:05.535927,PHX,KPHX,KXHIGHTPHX-26JUL03,103° or below,,103,107,2,0.0401,1,2,1.5,107,no,17,0.0200,0.0014,0.0201,1,0,-0.0214
2026-07-02T18:02:05.535927,PHX,KPHX,KXHIGHTPHX-26JUL03,104° to 105°,104,105,107,2,0.1866,19,20,19.5,107,no,17,0.2000,0.0112,-0.0134,0,0,-0.2112
2026-07-02T18:02:05.535927,PHX,KPHX,KXHIGHTPHX-26JUL03,106° to 107°,106,107,107,2,0.3721,46,47,46.5,107,yes,17,0.4700,0.0174,-0.0979,0,1,0.5126
2026-07-02T18:02:05.535927,PHX,KPHX,KXHIGHTPHX-26JUL03,108° to 109°,108,109,107,2,0.2956,27,28,27.5,107,no,17,0.2800,0.0141,0.0156,1,0,-0.2941
2026-07-02T18:02:05.535927,PHX,KPHX,KXHIGHTPHX-26JUL03,110° to 111°,110,111,107,2,0.0934,2,4,3.0,107,no,17,0.0400,0.0027,0.0534,1,0,-0.0427
2026-07-02T18:02:05.535927,PHX,KPHX,KXHIGHTPHX-26JUL03,112° or above,112,,107,2,0.0122,1,4,2.5,107,no,17,0.0400,0.0027,-0.0278,0,0,-0.0427
2026-07-02T18:02:05.535927,DAL,KDFW,KXHIGHTDAL-26JUL03,94° or below,,94,98,2,0.0401,4,5,4.5,98,no,17,0.0500,0.0033,-0.0099,0,0,-0.0533
2026-07-02T18:02:05.535927,DAL,KDFW,KXHIGHTDAL-26JUL03,95° to 96°,95,96,98,2,0.1866,39,40,39.5,98,no,17,0.4000,0.0168,-0.2134,0,0,-0.4168
2026-07-02T18:02:05.535927,DAL,KDFW,KXHIGHTDAL-26JUL03,97° to 98°,97,98,98,2,0.3721,25,30,27.5,98,yes,17,0.3000,0.0147,0.0721,1,1,0.6853
2026-07-02T18:02:05.535927,DAL,KDFW,KXHIGHTDAL-26JUL03,99° to 100°,99,100,98,2,0.2956,21,22,21.5,98,no,17,0.2200,0.0120,0.0756,1,0,-0.2320
2026-07-02T18:02:05.535927,DAL,KDFW,KXHIGHTDAL-26JUL03,101° to 102°,101,102,98,2,0.0934,6,9,7.5,98,no,17,0.0900,0.0057,0.0034,0,0,-0.0957
2026-07-02T18:02:05.535927,DAL,KDFW,KXHIGHTDAL-26JUL03,103° or above,103,,98,2,0.0122,,2,,98,no,17,0.0200,0.0014,-0.0078,0,0,-0.0214
2026-07-02T18:02:05.535927,BOS,KBOS,KXHIGHTBOS-26JUL03,98° or below,,98,101,2,0.1056,44,45,44.5,100,no,17,0.4500,0.0173,-0.3444,0,0,-0.4673
2026-07-02T18:02:05.535927,BOS,KBOS,KXHIGHTBOS-26JUL03,99° to 100°,99,100,101,2,0.2956,44,45,44.5,100,yes,17,0.4500,0.0173,-0.1544,0,1,0.5327
2026-07-02T18:02:05.535927,BOS,KBOS,KXHIGHTBOS-26JUL03,101° to 102°,101,102,101,2,0.3721,6,8,7.0,100,no,17,0.0800,0.0052,0.2921,1,0,-0.0852
2026-07-02T18:02:05.535927,BOS,KBOS,KXHIGHTBOS-26JUL03,103° to 104°,103,104,101,2,0.1866,3,4,3.5,100,no,17,0.0400,0.0027,0.1466,1,0,-0.0427
2026-07-02T18:02:05.535927,BOS,KBOS,KXHIGHTBOS-26JUL03,105° to 106°,105,106,101,2,0.0371,1,3,2.0,100,no,17,0.0300,0.0020,0.0071,1,0,-0.0320
2026-07-02T18:02:05.535927,BOS,KBOS,KXHIGHTBOS-26JUL03,107° or above,107,,101,2,0.003,,2,,100,no,17,0.0200,0.0014,-0.0170,0,0,-0.0214
2026-07-03T17:47:13.526161,NYC,KNYC,KXHIGHNY-26JUL04,97° or below,,97,96,2,0.7734,60,61,60.5,94,yes,17,0.6100,0.0167,0.1634,1,1,0.3733
2026-07-03T17:47:13.526161,NYC,KNYC,KXHIGHNY-26JUL04,98° to 99°,98,99,96,2,0.1866,27,28,27.5,94,no,17,0.2800,0.0141,-0.0934,0,0,-0.2941
2026-07-03T17:47:13.526161,NYC,KNYC,KXHIGHNY-26JUL04,100° to 101°,100,101,96,2,0.0371,8,9,8.5,94,no,17,0.0900,0.0057,-0.0529,0,0,-0.0957
2026-07-03T17:47:13.526161,NYC,KNYC,KXHIGHNY-26JUL04,102° to 103°,102,103,96,2,0.0029,1,2,1.5,94,no,17,0.0200,0.0014,-0.0171,0,0,-0.0214
2026-07-03T17:47:13.526161,NYC,KNYC,KXHIGHNY-26JUL04,104° to 105°,104,105,96,2,0.0001,,2,,94,no,17,0.0200,0.0014,-0.0199,0,0,-0.0214
2026-07-03T17:47:13.526161,NYC,KNYC,KXHIGHNY-26JUL04,106° or above,106,,96,2,0.0,,1,,94,no,17,0.0100,0.0007,-0.0100,0,0,-0.0107
2026-07-03T17:47:13.526161,CHI,KMDW,KXHIGHCHI-26JUL04,84° or below,,84,89,4,0.1303,20,24,22.0,85,no,17,0.2400,0.0128,-0.1097,0,0,-0.2528
2026-07-03T17:47:13.526161,CHI,KMDW,KXHIGHCHI-26JUL04,85° to 86°,85,86,89,4,0.1357,18,22,20.0,85,yes,17,0.2200,0.0120,-0.0843,0,1,0.7680
2026-07-03T17:47:13.526161,CHI,KMDW,KXHIGHCHI-26JUL04,87° to 88°,87,88,89,4,0.1843,31,32,31.5,85,no,17,0.3200,0.0152,-0.1357,0,0,-0.3352
2026-07-03T17:47:13.526161,CHI,KMDW,KXHIGHCHI-26JUL04,89° to 90°,89,90,89,4,0.1959,20,22,21.0,85,no,17,0.2200,0.0120,-0.0241,0,0,-0.2320
2026-07-03T17:47:13.526161,CHI,KMDW,KXHIGHCHI-26JUL04,91° to 92°,91,92,89,4,0.163,5,6,5.5,85,no,17,0.0600,0.0039,0.1030,1,0,-0.0639
2026-07-03T17:47:13.526161,CHI,KMDW,KXHIGHCHI-26JUL04,93° or above,93,,89,4,0.1908,1,2,1.5,85,no,17,0.0200,0.0014,0.1708,1,0,-0.0214
2026-07-03T17:47:13.526161,MIA,KMIA,KXHIGHMIA-26JUL04,87° or below,,87,92,1,0.0,1,2,1.5,93,no,17,0.0200,0.0014,-0.0200,0,0,-0.0214
2026-07-03T17:47:13.526161,MIA,KMIA,KXHIGHMIA-26JUL04,88° to 89°,88,89,92,1,0.0062,4,5,4.5,93,no,17,0.0500,0.0033,-0.0438,0,0,-0.0533
2026-07-03T17:47:13.526161,MIA,KMIA,KXHIGHMIA-26JUL04,90° to 91°,90,91,92,1,0.3023,29,30,29.5,93,no,17,0.3000,0.0147,0.0023,0,0,-0.3147
2026-07-03T17:47:13.526161,MIA,KMIA,KXHIGHMIA-26JUL04,92° to 93°,92,93,92,1,0.6247,44,45,44.5,93,yes,17,0.4500,0.0173,0.1747,1,1,0.5327
2026-07-03T17:47:13.526161,MIA,KMIA,KXHIGHMIA-26JUL04,94° to 95°,94,95,92,1,0.0666,15,16,15.5,93,no,17,0.1600,0.0094,-0.0934,0,0,-0.1694
2026-07-03T17:47:13.526161,MIA,KMIA,KXHIGHMIA-26JUL04,96° or above,96,,92,1,0.0002,4,5,4.5,93,no,17,0.0500,0.0033,-0.0498,0,0,-0.0533
2026-07-03T17:47:13.526161,AUS,KAUS,KXHIGHAUS-26JUL04,94° or below,,94,97,2,0.1056,4,5,4.5,97,no,17,0.0500,0.0033,0.0556,1,0,-0.0533
2026-07-03T17:47:13.526161,AUS,KAUS,KXHIGHAUS-26JUL04,95° to 96°,95,96,97,2,0.2956,15,16,15.5,97,no,17,0.1600,0.0094,0.1356,1,0,-0.1694
2026-07-03T17:47:13.526161,AUS,KAUS,KXHIGHAUS-26JUL04,97° to 98°,97,98,97,2,0.3721,47,49,48.0,97,yes,17,0.4900,0.0175,-0.1179,0,1,0.4925
2026-07-03T17:47:13.526161,AUS,KAUS,KXHIGHAUS-26JUL04,99° to 100°,99,100,97,2,0.1866,35,36,35.5,97,no,17,0.3600,0.0161,-0.1734,0,0,-0.3761
2026-07-03T17:47:13.526161,AUS,KAUS,KXHIGHAUS-26JUL04,101° to 102°,101,102,97,2,0.0371,1,2,1.5,97,no,17,0.0200,0.0014,0.0171,1,0,-0.0214
2026-07-03T17:47:13.526161,AUS,KAUS,KXHIGHAUS-26JUL04,103° or above,103,,97,2,0.003,,2,,97,no,17,0.0200,0.0014,-0.0170,0,0,-0.0214
2026-07-03T17:47:13.526161,LAX,KLAX,KXHIGHLAX-26JUL04,66° or below,,66,73,1,0.0,,1,,76,no,17,0.0100,0.0007,-0.0100,0,0,-0.0107
2026-07-03T17:47:13.526161,LAX,KLAX,KXHIGHLAX-26JUL04,67° to 68°,67,68,73,1,0.0,,1,,76,no,17,0.0100,0.0007,-0.0100,0,0,-0.0107
2026-07-03T17:47:13.526161,LAX,KLAX,KXHIGHLAX-26JUL04,69° to 70°,69,70,73,1,0.0062,3,5,4.0,76,no,17,0.0500,0.0033,-0.0438,0,0,-0.0533
2026-07-03T17:47:13.526161,LAX,KLAX,KXHIGHLAX-26JUL04,71° to 72°,71,72,73,1,0.3023,7,8,7.5,76,no,17,0.0800,0.0052,0.2223,1,0,-0.0852
2026-07-03T17:47:13.526161,LAX,KLAX,KXHIGHLAX-26JUL04,73° to 74°,73,74,73,1,0.6247,49,54,51.5,76,no,17,0.5400,0.0174,0.0847,1,0,-0.5574
