ts,city,station,event,bracket,lo,hi,nbm_high,nbm_sigma,nbm_p,k_yes_bid,k_yes_ask,k_mid,actual_high,settled,nbm_cycle,entry_prob,fee,edge,signal,outcome,pnl
2026-06-22T19:46:11.027849,BOS,KBOS,KXHIGHTBOS-26JUN23,78° to 79°,78,79,75,5,0.1245,3,5,4.0,71,no,18,0.0500,0.0033,0.0745,1,0,-0.0533
2026-06-22T19:46:11.027849,BOS,KBOS,KXHIGHTBOS-26JUN23,80° to 81°,80,81,75,5,0.0873,,4,,71,no,18,0.0400,0.0027,0.0473,1,0,-0.0427
2026-06-22T19:46:11.027849,BOS,KBOS,KXHIGHTBOS-26JUN23,82° or above,82,,75,5,0.0968,,3,,71,no,18,0.0300,0.0020,0.0668,1,0,-0.0320
2026-06-23T18:14:07.201088,NYC,KNYC,KXHIGHNY-26JUN24,81° or below,,81,82,2,0.4013,54,55,54.5,82,no,17,0.5500,0.0173,-0.1487,0,0,-0.5673
2026-06-23T18:14:07.201088,NYC,KNYC,KXHIGHNY-26JUN24,82° to 83°,82,83,82,2,0.3721,39,40,39.5,82,yes,17,0.4000,0.0168,-0.0279,0,1,0.5832
2026-06-23T18:14:07.201088,NYC,KNYC,KXHIGHNY-26JUN24,84° to 85°,84,85,82,2,0.1866,5,6,5.5,82,no,17,0.0600,0.0039,0.1266,1,0,-0.0639
2026-06-23T18:14:07.201088,NYC,KNYC,KXHIGHNY-26JUN24,86° to 87°,86,87,82,2,0.0371,2,3,2.5,82,no,17,0.0300,0.0020,0.0071,1,0,-0.0320
2026-06-23T18:14:07.201088,NYC,KNYC,KXHIGHNY-26JUN24,88° to 89°,88,89,82,2,0.0029,1,2,1.5,82,no,17,0.0200,0.0014,-0.0171,0,0,-0.0214
2026-06-23T18:14:07.201088,NYC,KNYC,KXHIGHNY-26JUN24,90° or above,90,,82,2,0.0001,,1,,82,no,17,0.0100,0.0007,-0.0099,0,0,-0.0107
2026-06-23T18:14:07.201088,CHI,KMDW,KXHIGHCHI-26JUN24,76° or below,,76,79,2,0.1056,29,30,29.5,74,yes,17,0.3000,0.0147,-0.1944,0,1,0.6853
2026-06-23T18:14:07.201088,CHI,KMDW,KXHIGHCHI-26JUN24,77° to 78°,77,78,79,2,0.2956,33,34,33.5,74,no,17,0.3400,0.0157,-0.0444,0,0,-0.3557
2026-06-23T18:14:07.201088,CHI,KMDW,KXHIGHCHI-26JUN24,79° to 80°,79,80,79,2,0.3721,22,23,22.5,74,no,17,0.2300,0.0124,0.1421,1,0,-0.2424
2026-06-23T18:14:07.201088,CHI,KMDW,KXHIGHCHI-26JUN24,81° to 82°,81,82,79,2,0.1866,6,8,7.0,74,no,17,0.0800,0.0052,0.1066,1,0,-0.0852
2026-06-23T18:14:07.201088,CHI,KMDW,KXHIGHCHI-26JUN24,83° to 84°,83,84,79,2,0.0371,1,2,1.5,74,no,17,0.0200,0.0014,0.0171,1,0,-0.0214
2026-06-23T18:14:07.201088,CHI,KMDW,KXHIGHCHI-26JUN24,85° or above,85,,79,2,0.003,,1,,74,no,17,0.0100,0.0007,-0.0070,0,0,-0.0107
2026-06-23T18:14:07.201088,MIA,KMIA,KXHIGHMIA-26JUN24,87° or below,,87,93,2,0.003,,1,,93,no,17,0.0100,0.0007,-0.0070,0,0,-0.0107
2026-06-23T18:14:07.201088,MIA,KMIA,KXHIGHMIA-26JUN24,88° to 89°,88,89,93,2,0.0371,3,4,3.5,93,no,17,0.0400,0.0027,-0.0029,0,0,-0.0427
2026-06-23T18:14:07.201088,MIA,KMIA,KXHIGHMIA-26JUN24,90° to 91°,90,91,93,2,0.1866,30,31,30.5,93,no,17,0.3100,0.0150,-0.1234,0,0,-0.3250
2026-06-23T18:14:07.201088,MIA,KMIA,KXHIGHMIA-26JUN24,92° to 93°,92,93,93,2,0.3721,55,56,55.5,93,yes,17,0.5600,0.0172,-0.1879,0,1,0.4228
2026-06-23T18:14:07.201088,MIA,KMIA,KXHIGHMIA-26JUN24,94° to 95°,94,95,93,2,0.2956,11,12,11.5,93,no,17,0.1200,0.0074,0.1756,1,0,-0.1274
2026-06-23T18:14:07.201088,MIA,KMIA,KXHIGHMIA-26JUN24,96° or above,96,,93,2,0.1056,1,2,1.5,93,no,17,0.0200,0.0014,0.0856,1,0,-0.0214
2026-06-23T18:14:07.201088,AUS,KAUS,KXHIGHAUS-26JUN24,92° or below,,92,95,2,0.1056,3,4,3.5,93,no,17,0.0400,0.0027,0.0656,1,0,-0.0427
2026-06-23T18:14:07.201088,AUS,KAUS,KXHIGHAUS-26JUN24,93° to 94°,93,94,95,2,0.2956,26,27,26.5,93,yes,17,0.2700,0.0138,0.0256,1,1,0.7162
2026-06-23T18:14:07.201088,AUS,KAUS,KXHIGHAUS-26JUN24,95° to 96°,95,96,95,2,0.3721,46,47,46.5,93,no,17,0.4700,0.0174,-0.0979,0,0,-0.4874
2026-06-23T18:14:07.201088,AUS,KAUS,KXHIGHAUS-26JUN24,97° to 98°,97,98,95,2,0.1866,15,16,15.5,93,no,17,0.1600,0.0094,0.0266,1,0,-0.1694
2026-06-23T18:14:07.201088,AUS,KAUS,KXHIGHAUS-26JUN24,99° to 100°,99,100,95,2,0.0371,1,2,1.5,93,no,17,0.0200,0.0014,0.0171,1,0,-0.0214
2026-06-23T18:14:07.201088,AUS,KAUS,KXHIGHAUS-26JUN24,101° or above,101,,95,2,0.003,1,2,1.5,93,no,17,0.0200,0.0014,-0.0170,0,0,-0.0214
2026-06-23T18:14:07.201088,LAX,KLAX,KXHIGHLAX-26JUN24,69° or below,,69,72,1,0.0062,1,2,1.5,71,no,17,0.0200,0.0014,-0.0138,0,0,-0.0214
2026-06-23T18:14:07.201088,LAX,KLAX,KXHIGHLAX-26JUN24,70° to 71°,70,71,72,1,0.3023,24,25,24.5,71,yes,17,0.2500,0.0131,0.0523,1,1,0.7369
2026-06-23T18:14:07.201088,LAX,KLAX,KXHIGHLAX-26JUN24,72° to 73°,72,73,72,1,0.6247,52,53,52.5,71,no,17,0.5300,0.0174,0.0947,1,0,-0.5474
2026-06-23T18:14:07.201088,LAX,KLAX,KXHIGHLAX-26JUN24,74° to 75°,74,75,72,1,0.0666,21,22,21.5,71,no,17,0.2200,0.0120,-0.1534,0,0,-0.2320
2026-06-23T18:14:07.201088,LAX,KLAX,KXHIGHLAX-26JUN24,76° to 77°,76,77,72,1,0.0002,2,3,2.5,71,no,17,0.0300,0.0020,-0.0298,0,0,-0.0320
2026-06-23T18:14:07.201088,LAX,KLAX,KXHIGHLAX-26JUN24,78° or above,78,,72,1,0.0,1,2,1.5,71,no,17,0.0200,0.0014,-0.0200,0,0,-0.0214
2026-06-23T18:14:07.201088,PHX,KPHX,KXHIGHTPHX-26JUN24,108° or below,,108,112,2,0.0401,1,2,1.5,107,yes,17,0.0200,0.0014,0.0201,1,1,0.9786
2026-06-23T18:14:07.201088,PHX,KPHX,KXHIGHTPHX-26JUN24,109° to 110°,109,110,112,2,0.1866,17,18,17.5,107,no,17,0.1800,0.0103,0.0066,0,0,-0.1903
2026-06-23T18:14:07.201088,PHX,KPHX,KXHIGHTPHX-26JUN24,111° to 112°,111,112,112,2,0.3721,59,60,59.5,107,no,17,0.6000,0.0168,-0.2279,0,0,-0.6168
2026-06-23T18:14:07.201088,PHX,KPHX,KXHIGHTPHX-26JUN24,113° to 114°,113,114,112,2,0.2956,21,22,21.5,107,no,17,0.2200,0.0120,0.0756,1,0,-0.2320
2026-06-23T18:14:07.201088,PHX,KPHX,KXHIGHTPHX-26JUN24,115° to 116°,115,116,112,2,0.0934,1,2,1.5,107,no,17,0.0200,0.0014,0.0734,1,0,-0.0214
2026-06-23T18:14:07.201088,PHX,KPHX,KXHIGHTPHX-26JUN24,117° or above,117,,112,2,0.0122,,2,,107,no,17,0.0200,0.0014,-0.0078,0,0,-0.0214
2026-06-23T18:14:07.201088,DAL,KDFW,KXHIGHTDAL-26JUN24,94° or below,,94,97,2,0.1056,20,21,20.5,95,no,17,0.2100,0.0116,-0.1044,0,0,-0.2216
2026-06-23T18:14:07.201088,DAL,KDFW,KXHIGHTDAL-26JUN24,95° to 96°,95,96,97,2,0.2956,38,39,38.5,95,yes,17,0.3900,0.0167,-0.0944,0,1,0.5933
2026-06-23T18:14:07.201088,DAL,KDFW,KXHIGHTDAL-26JUN24,97° to 98°,97,98,97,2,0.3721,28,29,28.5,95,no,17,0.2900,0.0144,0.0821,1,0,-0.3044
2026-06-23T18:14:07.201088,DAL,KDFW,KXHIGHTDAL-26JUN24,99° to 100°,99,100,97,2,0.1866,4,7,5.5,95,no,17,0.0700,0.0046,0.1166,1,0,-0.0746
2026-06-23T18:14:07.201088,DAL,KDFW,KXHIGHTDAL-26JUN24,101° to 102°,101,102,97,2,0.0371,,2,,95,no,17,0.0200,0.0014,0.0171,1,0,-0.0214
2026-06-23T18:14:07.201088,DAL,KDFW,KXHIGHTDAL-26JUN24,103° or above,103,,97,2,0.003,,2,,95,no,17,0.0200,0.0014,-0.0170,0,0,-0.0214
2026-06-23T18:14:07.201088,BOS,KBOS,KXHIGHTBOS-26JUN24,77° or below,,77,83,2,0.003,3,4,3.5,83,no,17,0.0400,0.0027,-0.0370,0,0,-0.0427
2026-06-23T18:14:07.201088,BOS,KBOS,KXHIGHTBOS-26JUN24,78° to 79°,78,79,83,2,0.0371,7,10,8.5,83,no,17,0.1000,0.0063,-0.0629,0,0,-0.1063
2026-06-23T18:14:07.201088,BOS,KBOS,KXHIGHTBOS-26JUN24,80° to 81°,80,81,83,2,0.1866,26,27,26.5,83,no,17,0.2700,0.0138,-0.0834,0,0,-0.2838
2026-06-23T18:14:07.201088,BOS,KBOS,KXHIGHTBOS-26JUN24,82° to 83°,82,83,83,2,0.3721,34,35,34.5,83,yes,17,0.3500,0.0159,0.0221,1,1,0.6341
2026-06-23T18:14:07.201088,BOS,KBOS,KXHIGHTBOS-26JUN24,84° to 85°,84,85,83,2,0.2956,13,15,14.0,83,no,17,0.1500,0.0089,0.1456,1,0,-0.1589
2026-06-23T18:14:07.201088,BOS,KBOS,KXHIGHTBOS-26JUN24,86° or above,86,,83,2,0.1056,3,5,4.0,83,no,17,0.0500,0.0033,0.0556,1,0,-0.0533
2026-06-24T18:10:10.394687,NYC,KNYC,KXHIGHNY-26JUN25,78° or below,,78,82,2,0.0401,4,5,4.5,83,no,17,0.0500,0.0033,-0.0099,0,0,-0.0533
2026-06-24T18:10:10.394687,NYC,KNYC,KXHIGHNY-26JUN25,79° to 80°,79,80,82,2,0.1866,20,21,20.5,83,no,17,0.2100,0.0116,-0.0234,0,0,-0.2216
2026-06-24T18:10:10.394687,NYC,KNYC,KXHIGHNY-26JUN25,81° to 82°,81,82,82,2,0.3721,33,34,33.5,83,no,17,0.3400,0.0157,0.0321,1,0,-0.3557
2026-06-24T18:10:10.394687,NYC,KNYC,KXHIGHNY-26JUN25,83° to 84°,83,84,82,2,0.2956,30,31,30.5,83,yes,17,0.3100,0.0150,-0.0144,0,1,0.6750
2026-06-24T18:10:10.394687,NYC,KNYC,KXHIGHNY-26JUN25,85° to 86°,85,86,82,2,0.0934,6,7,6.5,83,no,17,0.0700,0.0046,0.0234,1,0,-0.0746
2026-06-24T18:10:10.394687,NYC,KNYC,KXHIGHNY-26JUN25,87° or above,87,,82,2,0.0122,1,2,1.5,83,no,17,0.0200,0.0014,-0.0078,0,0,-0.0214
2026-06-24T18:10:10.394687,CHI,KMDW,KXHIGHCHI-26JUN25,76° or below,,76,79,2,0.1056,15,16,15.5,80,no,17,0.1600,0.0094,-0.0544,0,0,-0.1694
2026-06-24T18:10:10.394687,CHI,KMDW,KXHIGHCHI-26JUN25,77° to 78°,77,78,79,2,0.2956,28,29,28.5,80,no,17,0.2900,0.0144,0.0056,0,0,-0.3044
2026-06-24T18:10:10.394687,CHI,KMDW,KXHIGHCHI-26JUN25,79° to 80°,79,80,79,2,0.3721,34,35,34.5,80,yes,17,0.3500,0.0159,0.0221,1,1,0.6341
2026-06-24T18:10:10.394687,CHI,KMDW,KXHIGHCHI-26JUN25,81° to 82°,81,82,79,2,0.1866,13,14,13.5,80,no,17,0.1400,0.0084,0.0466,1,0,-0.1484
2026-06-24T18:10:10.394687,CHI,KMDW,KXHIGHCHI-26JUN25,83° to 84°,83,84,79,2,0.0371,3,5,4.0,80,no,17,0.0500,0.0033,-0.0129,0,0,-0.0533
2026-06-24T18:10:10.394687,CHI,KMDW,KXHIGHCHI-26JUN25,85° or above,85,,79,2,0.003,1,2,1.5,80,no,17,0.0200,0.0014,-0.0170,0,0,-0.0214
2026-06-24T18:10:10.394687,MIA,KMIA,KXHIGHMIA-26JUN25,87° or below,,87,92,2,0.0122,,1,,92,no,17,0.0100,0.0007,0.0022,1,0,-0.0107
2026-06-24T18:10:10.394687,MIA,KMIA,KXHIGHMIA-26JUN25,88° to 89°,88,89,92,2,0.0934,7,8,7.5,92,no,17,0.0800,0.0052,0.0134,1,0,-0.0852
2026-06-24T18:10:10.394687,MIA,KMIA,KXHIGHMIA-26JUN25,90° to 91°,90,91,92,2,0.2956,26,28,27.0,92,no,17,0.2800,0.0141,0.0156,1,0,-0.2941
2026-06-24T18:10:10.394687,MIA,KMIA,KXHIGHMIA-26JUN25,92° to 93°,92,93,92,2,0.3721,50,51,50.5,92,yes,17,0.5100,0.0175,-0.1379,0,1,0.4725
2026-06-24T18:10:10.394687,MIA,KMIA,KXHIGHMIA-26JUN25,94° to 95°,94,95,92,2,0.1866,8,10,9.0,92,no,17,0.1000,0.0063,0.0866,1,0,-0.1063
2026-06-24T18:10:10.394687,MIA,KMIA,KXHIGHMIA-26JUN25,96° or above,96,,92,2,0.0401,2,3,2.5,92,no,17,0.0300,0.0020,0.0101,1,0,-0.0320
2026-06-24T18:10:10.394687,AUS,KAUS,KXHIGHAUS-26JUN25,92° or below,,92,95,2,0.1056,5,6,5.5,93,no,17,0.0600,0.0039,0.0456,1,0,-0.0639
2026-06-24T18:10:10.394687,AUS,KAUS,KXHIGHAUS-26JUN25,93° to 94°,93,94,95,2,0.2956,42,43,42.5,93,yes,17,0.4300,0.0172,-0.1344,0,1,0.5528
2026-06-24T18:10:10.394687,AUS,KAUS,KXHIGHAUS-26JUN25,95° to 96°,95,96,95,2,0.3721,38,39,38.5,93,no,17,0.3900,0.0167,-0.0179,0,0,-0.4067
2026-06-24T18:10:10.394687,AUS,KAUS,KXHIGHAUS-26JUN25,97° to 98°,97,98,95,2,0.1866,12,13,12.5,93,no,17,0.1300,0.0079,0.0566,1,0,-0.1379
2026-06-24T18:10:10.394687,AUS,KAUS,KXHIGHAUS-26JUN25,99° to 100°,99,100,95,2,0.0371,2,3,2.5,93,no,17,0.0300,0.0020,0.0071,1,0,-0.0320
2026-06-24T18:10:10.394687,AUS,KAUS,KXHIGHAUS-26JUN25,101° or above,101,,95,2,0.003,,2,,93,no,17,0.0200,0.0014,-0.0170,0,0,-0.0214
2026-06-24T18:10:10.394687,LAX,KLAX,KXHIGHLAX-26JUN25,67° or below,,67,70,1,0.0062,,1,,72,no,17,0.0100,0.0007,-0.0038,0,0,-0.0107
2026-06-24T18:10:10.394687,LAX,KLAX,KXHIGHLAX-26JUN25,68° to 69°,68,69,70,1,0.3023,6,7,6.5,72,no,17,0.0700,0.0046,0.2323,1,0,-0.0746
2026-06-24T18:10:10.394687,LAX,KLAX,KXHIGHLAX-26JUN25,70° to 71°,70,71,70,1,0.6247,54,55,54.5,72,no,17,0.5500,0.0173,0.0747,1,0,-0.5673
2026-06-24T18:10:10.394687,LAX,KLAX,KXHIGHLAX-26JUN25,72° to 73°,72,73,70,1,0.0666,26,29,27.5,72,yes,17,0.2900,0.0144,-0.2234,0,1,0.6956
2026-06-24T18:10:10.394687,LAX,KLAX,KXHIGHLAX-26JUN25,74° to 75°,74,75,70,1,0.0002,5,6,5.5,72,no,17,0.0600,0.0039,-0.0598,0,0,-0.0639
2026-06-24T18:10:10.394687,LAX,KLAX,KXHIGHLAX-26JUN25,76° or above,76,,70,1,0.0,1,3,2.0,72,no,17,0.0300,0.0020,-0.0300,0,0,-0.0320
2026-06-24T18:10:10.394687,PHX,KPHX,KXHIGHTPHX-26JUN25,108° or below,,108,112,2,0.0401,1,2,1.5,110,no,17,0.0200,0.0014,0.0201,1,0,-0.0214
2026-06-24T18:10:10.394687,PHX,KPHX,KXHIGHTPHX-26JUN25,109° to 110°,109,110,112,2,0.1866,36,37,36.5,110,yes,17,0.3700,0.0163,-0.1834,0,1,0.6137
2026-06-24T18:10:10.394687,PHX,KPHX,KXHIGHTPHX-26JUN25,111° to 112°,111,112,112,2,0.3721,54,55,54.5,110,no,17,0.5500,0.0173,-0.1779,0,0,-0.5673
2026-06-24T18:10:10.394687,PHX,KPHX,KXHIGHTPHX-26JUN25,113° to 114°,113,114,112,2,0.2956,4,7,5.5,110,no,17,0.0700,0.0046,0.2256,1,0,-0.0746
2026-06-24T18:10:10.394687,PHX,KPHX,KXHIGHTPHX-26JUN25,115° to 116°,115,116,112,2,0.0934,1,2,1.5,110,no,17,0.0200,0.0014,0.0734,1,0,-0.0214
2026-06-24T18:10:10.394687,PHX,KPHX,KXHIGHTPHX-26JUN25,117° or above,117,,112,2,0.0122,,2,,110,no,17,0.0200,0.0014,-0.0078,0,0,-0.0214
2026-06-24T18:10:10.394687,DAL,KDFW,KXHIGHTDAL-26JUN25,94° or below,,94,95,2,0.4013,33,34,33.5,92,yes,17,0.3400,0.0157,0.0613,1,1,0.6443
2026-06-24T18:10:10.394687,DAL,KDFW,KXHIGHTDAL-26JUN25,95° to 96°,95,96,95,2,0.3721,43,44,43.5,92,no,17,0.4400,0.0172,-0.0679,0,0,-0.4572
2026-06-24T18:10:10.394687,DAL,KDFW,KXHIGHTDAL-26JUN25,97° to 98°,97,98,95,2,0.1866,20,22,21.0,92,no,17,0.2200,0.0120,-0.0334,0,0,-0.2320
2026-06-24T18:10:10.394687,DAL,KDFW,KXHIGHTDAL-26JUN25,99° to 100°,99,100,95,2,0.0371,2,3,2.5,92,no,17,0.0300,0.0020,0.0071,1,0,-0.0320
2026-06-24T18:10:10.394687,DAL,KDFW,KXHIGHTDAL-26JUN25,101° to 102°,101,102,95,2,0.0029,,2,,92,no,17,0.0200,0.0014,-0.0171,0,0,-0.0214
2026-06-24T18:10:10.394687,DAL,KDFW,KXHIGHTDAL-26JUN25,103° or above,103,,95,2,0.0001,,2,,92,no,17,0.0200,0.0014,-0.0199,0,0,-0.0214
2026-06-24T18:10:10.394687,BOS,KBOS,KXHIGHTBOS-26JUN25,80° or below,,80,84,2,0.0401,22,23,22.5,80,yes,17,0.2300,0.0124,-0.1899,0,1,0.7576
2026-06-24T18:10:10.394687,BOS,KBOS,KXHIGHTBOS-26JUN25,81° to 82°,81,82,84,2,0.1866,37,39,38.0,80,no,17,0.3900,0.0167,-0.2034,0,0,-0.4067
2026-06-24T18:10:10.394687,BOS,KBOS,KXHIGHTBOS-26JUN25,83° to 84°,83,84,84,2,0.3721,24,25,24.5,80,no,17,0.2500,0.0131,0.1221,1,0,-0.2631
2026-06-24T18:10:10.394687,BOS,KBOS,KXHIGHTBOS-26JUN25,85° to 86°,85,86,84,2,0.2956,8,10,9.0,80,no,17,0.1000,0.0063,0.1956,1,0,-0.1063
2026-06-24T18:10:10.394687,BOS,KBOS,KXHIGHTBOS-26JUN25,87° to 88°,87,88,84,2,0.0934,2,3,2.5,80,no,17,0.0300,0.0020,0.0634,1,0,-0.0320
2026-06-24T18:10:10.394687,BOS,KBOS,KXHIGHTBOS-26JUN25,89° or above,89,,84,2,0.0122,,2,,80,no,17,0.0200,0.0014,-0.0078,0,0,-0.0214
2026-06-25T18:25:39.775632,NYC,KNYC,KXHIGHNY-26JUN26,80° or below,,80,86,3,0.0334,2,4,3.0,80,yes,17,0.0400,0.0027,-0.0066,0,1,0.9573
2026-06-25T18:25:39.775632,NYC,KNYC,KXHIGHNY-26JUN26,81° to 82°,81,82,86,3,0.0883,19,21,20.0,80,no,17,0.2100,0.0116,-0.1217,0,0,-0.2216
2026-06-25T18:25:39.775632,NYC,KNYC,KXHIGHNY-26JUN26,83° to 84°,83,84,86,3,0.1869,36,37,36.5,80,no,17,0.3700,0.0163,-0.1831,0,0,-0.3863
2026-06-25T18:25:39.775632,NYC,KNYC,KXHIGHNY-26JUN26,85° to 86°,85,86,86,3,0.2576,24,25,24.5,80,no,17,0.2500,0.0131,0.0076,0,0,-0.2631
2026-06-25T18:25:39.775632,NYC,KNYC,KXHIGHNY-26JUN26,87° to 88°,87,88,86,3,0.2315,5,6,5.5,80,no,17,0.0600,0.0039,0.1715,1,0,-0.0639
2026-06-25T18:25:39.775632,NYC,KNYC,KXHIGHNY-26JUN26,89° or above,89,,86,3,0.2023,3,4,3.5,80,no,17,0.0400,0.0027,0.1623,1,0,-0.0427
2026-06-25T18:25:39.775632,CHI,KMDW,KXHIGHCHI-26JUN26,69° or below,,69,70,3,0.4338,62,63,62.5,67,yes,17,0.6300,0.0163,-0.1962,0,1,0.3537
2026-06-25T18:25:39.775632,CHI,KMDW,KXHIGHCHI-26JUN26,70° to 71°,70,71,70,3,0.2576,15,16,15.5,67,no,17,0.1600,0.0094,0.0976,1,0,-0.1694
2026-06-25T18:25:39.775632,CHI,KMDW,KXHIGHCHI-26JUN26,72° to 73°,72,73,70,3,0.1869,8,10,9.0,67,no,17,0.1000,0.0063,0.0869,1,0,-0.1063
2026-06-25T18:25:39.775632,CHI,KMDW,KXHIGHCHI-26JUN26,74° to 75°,74,75,70,3,0.0883,5,6,5.5,67,no,17,0.0600,0.0039,0.0283,1,0,-0.0639
2026-06-25T18:25:39.775632,CHI,KMDW,KXHIGHCHI-26JUN26,76° to 77°,76,77,70,3,0.0272,3,4,3.5,67,no,17,0.0400,0.0027,-0.0128,0,0,-0.0427
2026-06-25T18:25:39.775632,CHI,KMDW,KXHIGHCHI-26JUN26,78° or above,78,,70,3,0.0062,,1,,67,no,17,0.0100,0.0007,-0.0038,0,0,-0.0107
2026-06-25T18:25:39.775632,MIA,KMIA,KXHIGHMIA-26JUN26,87° or below,,87,92,2,0.0122,,1,,92,no,17,0.0100,0.0007,0.0022,1,0,-0.0107
2026-06-25T18:25:39.775632,MIA,KMIA,KXHIGHMIA-26JUN26,88° to 89°,88,89,92,2,0.0934,7,8,7.5,92,no,17,0.0800,0.0052,0.0134,1,0,-0.0852
2026-06-25T18:25:39.775632,MIA,KMIA,KXHIGHMIA-26JUN26,90° to 91°,90,91,92,2,0.2956,25,26,25.5,92,no,17,0.2600,0.0135,0.0356,1,0,-0.2735
2026-06-25T18:25:39.775632,MIA,KMIA,KXHIGHMIA-26JUN26,92° to 93°,92,93,92,2,0.3721,55,56,55.5,92,yes,17,0.5600,0.0172,-0.1879,0,1,0.4228
2026-06-25T18:25:39.775632,MIA,KMIA,KXHIGHMIA-26JUN26,94° to 95°,94,95,92,2,0.1866,10,11,10.5,92,no,17,0.1100,0.0069,0.0766,1,0,-0.1169
2026-06-25T18:25:39.775632,MIA,KMIA,KXHIGHMIA-26JUN26,96° or above,96,,92,2,0.0401,2,3,2.5,92,no,17,0.0300,0.0020,0.0101,1,0,-0.0320
2026-06-25T18:25:39.775632,AUS,KAUS,KXHIGHAUS-26JUN26,93° or below,,93,96,2,0.1056,15,16,15.5,95,no,17,0.1600,0.0094,-0.0544,0,0,-0.1694
2026-06-25T18:25:39.775632,AUS,KAUS,KXHIGHAUS-26JUN26,94° to 95°,94,95,96,2,0.2956,45,46,45.5,95,yes,17,0.4600,0.0174,-0.1644,0,1,0.5226
2026-06-25T18:25:39.775632,AUS,KAUS,KXHIGHAUS-26JUN26,96° to 97°,96,97,96,2,0.3721,28,29,28.5,95,no,17,0.2900,0.0144,0.0821,1,0,-0.3044
2026-06-25T18:25:39.775632,AUS,KAUS,KXHIGHAUS-26JUN26,98° to 99°,98,99,96,2,0.1866,3,4,3.5,95,no,17,0.0400,0.0027,0.1466,1,0,-0.0427
2026-06-25T18:25:39.775632,AUS,KAUS,KXHIGHAUS-26JUN26,100° to 101°,100,101,96,2,0.0371,1,3,2.0,95,no,17,0.0300,0.0020,0.0071,1,0,-0.0320
2026-06-25T18:25:39.775632,AUS,KAUS,KXHIGHAUS-26JUN26,102° or above,102,,96,2,0.003,,3,,95,no,17,0.0300,0.0020,-0.0270,0,0,-0.0320
2026-06-25T18:25:39.775632,LAX,KLAX,KXHIGHLAX-26JUN26,65° or below,,65,70,1,0.0,,1,,73,no,17,0.0100,0.0007,-0.0100,0,0,-0.0107
2026-06-25T18:25:39.775632,LAX,KLAX,KXHIGHLAX-26JUN26,66° to 67°,66,67,70,1,0.0062,,1,,73,no,17,0.0100,0.0007,-0.0038,0,0,-0.0107
2026-06-25T18:25:39.775632,LAX,KLAX,KXHIGHLAX-26JUN26,68° to 69°,68,69,70,1,0.3023,15,16,15.5,73,no,17,0.1600,0.0094,0.1423,1,0,-0.1694
2026-06-25T18:25:39.775632,LAX,KLAX,KXHIGHLAX-26JUN26,70° to 71°,70,71,70,1,0.6247,58,60,59.0,73,no,17,0.6000,0.0168,0.0247,1,0,-0.6168
2026-06-25T18:25:39.775632,LAX,KLAX,KXHIGHLAX-26JUN26,72° to 73°,72,73,70,1,0.0666,19,20,19.5,73,yes,17,0.2000,0.0112,-0.1334,0,1,0.7888
2026-06-25T18:25:39.775632,LAX,KLAX,KXHIGHLAX-26JUN26,74° or above,74,,70,1,0.0002,1,2,1.5,73,no,17,0.0200,0.0014,-0.0198,0,0,-0.0214
2026-06-25T18:25:39.775632,PHX,KPHX,KXHIGHTPHX-26JUN26,106° or below,,106,110,2,0.0401,1,3,2.0,112,no,17,0.0300,0.0020,0.0101,1,0,-0.0320
2026-06-25T18:25:39.775632,PHX,KPHX,KXHIGHTPHX-26JUN26,107° to 108°,107,108,110,2,0.1866,11,12,11.5,112,no,17,0.1200,0.0074,0.0666,1,0,-0.1274
2026-06-25T18:25:39.775632,PHX,KPHX,KXHIGHTPHX-26JUN26,109° to 110°,109,110,110,2,0.3721,45,46,45.5,112,no,17,0.4600,0.0174,-0.0879,0,0,-0.4774
2026-06-25T18:25:39.775632,PHX,KPHX,KXHIGHTPHX-26JUN26,111° to 112°,111,112,110,2,0.2956,43,46,44.5,112,yes,17,0.4600,0.0174,-0.1644,0,1,0.5226
2026-06-25T18:25:39.775632,PHX,KPHX,KXHIGHTPHX-26JUN26,113° to 114°,113,114,110,2,0.0934,,2,,112,no,17,0.0200,0.0014,0.0734,1,0,-0.0214
2026-06-25T18:25:39.775632,PHX,KPHX,KXHIGHTPHX-26JUN26,115° or above,115,,110,2,0.0122,,2,,112,no,17,0.0200,0.0014,-0.0078,0,0,-0.0214
2026-06-25T18:25:39.775632,DAL,KDFW,KXHIGHTDAL-26JUN26,94° or below,,94,96,2,0.2266,34,35,34.5,97,no,17,0.3500,0.0159,-0.1234,0,0,-0.3659
2026-06-25T18:25:39.775632,DAL,KDFW,KXHIGHTDAL-26JUN26,95° to 96°,95,96,96,2,0.3721,36,37,36.5,97,no,17,0.3700,0.0163,0.0021,0,0,-0.3863
2026-06-25T18:25:39.775632,DAL,KDFW,KXHIGHTDAL-26JUN26,97° to 98°,97,98,96,2,0.2956,26,27,26.5,97,yes,17,0.2700,0.0138,0.0256,1,1,0.7162
2026-06-25T18:25:39.775632,DAL,KDFW,KXHIGHTDAL-26JUN26,99° to 100°,99,100,96,2,0.0934,4,5,4.5,97,no,17,0.0500,0.0033,0.0434,1,0,-0.0533
2026-06-25T18:25:39.775632,DAL,KDFW,KXHIGHTDAL-26JUN26,101° to 102°,101,102,96,2,0.0116,1,4,2.5,97,no,17,0.0400,0.0027,-0.0284,0,0,-0.0427
