subject,session,task,n_trials,n_sm_channels,b00,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23
sub-002,ses-02,motorimagery,19,9,-1.00645,-1.14163,-0.928786,-0.824582,-0.796936,-0.92763,-0.898458,-0.792025,-0.977344,-0.864767,-0.978552,-1.01096,-0.943832,-0.917926,-0.860319,-1.14914,-0.902271,-1.12595,-1.04971,-0.962582,-1.00596,-1.04304,-0.843186,-0.979588
sub-002,ses-02,passivemotor,19,9,-0.816518,-0.823643,-0.854026,-0.958479,-0.823891,-0.84175,-0.773252,-0.723215,-0.684746,-0.861215,-0.783651,-0.847595,-0.735205,-0.886752,-0.944487,-0.974393,-0.760663,-1.0635,-0.776416,-1.04816,-0.746416,-0.874295,-0.878814,-1.04327
sub-002,ses-03,activemotor,19,9,-0.878031,-0.900232,-1.11654,-1.05752,-0.869036,-1.03111,-0.888264,-0.998395,-0.737249,-0.903326,-0.634342,-1.10088,-0.813248,-0.920262,-0.841287,-1.04721,-0.789058,-0.988834,-0.870146,-1.04289,-0.731117,-1.05077,-1.0152,-1.23641
sub-002,ses-03,motorimagery,19,9,-0.703183,-0.998657,-0.857347,-0.955999,-0.751616,-0.78675,-0.832683,-0.810774,-0.803388,-1.00332,-1.04595,-2.51961,-2.32307,-2.27548,-2.45592,-1.04112,-0.98671,-1.03764,-0.99365,-0.840385,-0.935222,-0.870481,-0.905322,-0.779448
sub-003,ses-01,activemotor,19,9,-0.789897,-0.78837,-0.837096,-0.942599,-0.747115,-0.676568,-0.653859,-0.671018,-0.633662,-0.671156,-0.768887,-0.713043,-0.711095,-0.730699,-0.676812,-0.85327,-0.755833,-0.825521,-0.541992,-0.695211,-0.653751,-0.794914,-0.701951,-1.06278
sub-003,ses-01,motorimagery,19,9,-0.789758,-0.967703,-0.897928,-1.03322,-0.851832,-1.09769,-0.760299,-1.01491,-0.894577,-0.892509,-0.753673,-0.946614,-0.840009,-0.887514,-0.788343,-1.02431,-0.812745,-0.911819,-0.763985,-1.00209,-0.865247,-0.895625,-0.891339,-1.05877
sub-003,ses-01,passivemotor,19,9,-2.08009,-3.97198,-4.02946,-2.39426,-0.761569,-0.933931,-0.771953,-0.898495,-2.17016,-2.28961,-2.1399,-5.31482,-5.17699,-6.84387,-5.47377,-2.64668,-3.60591,-5.35051,-6.64844,-6.84513,-6.73588,-5.40541,-6.74101,-5.33644
sub-003,ses-02,activemotor,19,9,-0.829322,-0.93065,-0.82368,-0.930788,-0.851245,-0.876732,-0.676694,-0.861258,-0.80596,-0.805859,-0.785463,-0.783114,-0.850334,-0.711033,-0.618804,-0.711473,-0.676348,-0.82162,-0.72918,-0.815648,-0.676921,-0.836148,-0.74238,-0.767194
sub-003,ses-02,motorimagery,19,9,-0.818297,-1.03005,-0.796034,-0.881304,-0.943264,-1.00181,-1.02078,-1.01436,-0.844013,-1.16522,-0.772466,-0.855037,-0.807807,-0.744724,-0.66123,-0.774201,-0.781327,-0.866548,-0.778851,-0.866599,-0.823806,-0.930632,-0.885479,-0.890925
sub-003,ses-02,passivemotor,19,9,-0.609101,-0.94394,-0.796943,-2.34856,-0.729728,-0.881677,-0.733052,-2.40536,-0.730184,-0.862361,-0.817367,-0.901607,-0.746847,-0.74433,-0.703153,-0.889846,-0.723596,-0.962062,-0.820266,-0.763654,-0.689151,-0.875568,-0.680381,-0.711352
sub-003,ses-03,activemotor,19,9,-0.887025,-0.988441,-0.817199,-0.942425,-0.753013,-0.881679,-0.728493,-0.993989,-0.888536,-0.882884,-0.912162,-0.917913,-0.747931,-0.786704,-0.746024,-0.845037,-0.847717,-0.899518,-0.779081,-0.872223,-0.772272,-0.867538,-0.768807,-0.871617
sub-003,ses-03,motorimagery,19,9,-0.92017,-0.908642,-0.836819,-1.02143,-0.861376,-0.931425,-1.0693,-1.19239,-1.0217,-1.02056,-0.995187,-1.01469,-0.969177,-0.909374,-0.810035,-0.977737,-1.01512,-0.971018,-0.932503,-1.03626,-0.788803,-0.923788,-0.871182,-0.874577
sub-003,ses-03,passivemotor,19,9,-0.793417,-1.02716,-0.894484,-2.33498,-0.844862,-2.23354,-0.801312,-0.91238,-0.804819,-0.996996,-0.819204,-0.932894,-0.834503,-1.00622,-0.907197,-1.01915,-0.761984,-1.04073,-0.820285,-1.17566,-0.755814,-1.12591,-0.76417,-1.03652
sub-004,ses-01,activemotor,19,9,-0.641545,-1.01854,-0.709344,-1.02155,-0.662989,-1.05856,-0.737696,-0.960903,-0.67409,-1.07129,-0.7287,-1.03919,-0.719953,-0.934768,-0.728355,-1.03411,-0.682469,-1.09682,-0.739273,-1.16456,-0.83356,-0.969507,-0.883346,-0.933028
sub-004,ses-01,motorimagery,19,9,-0.747101,-1.11317,-0.655199,-1.07426,-0.81142,-0.987466,-0.759197,-1.02471,-0.634988,-0.958666,-0.742345,-0.942933,-0.803635,-0.954879,-0.597571,-1.08625,-0.750737,-1.00953,-0.652197,-1.12879,-0.759907,-1.10406,-0.786308,-0.763289
sub-004,ses-01,passivemotor,19,9,-0.669797,-0.869089,-0.595367,-0.954422,-0.612656,-0.857732,-0.725359,-0.820313,-0.554659,-0.902574,-0.615899,-0.849915,-0.793596,-0.96479,-0.513205,-0.741922,-0.731805,-0.961447,-0.665138,-0.882478,-0.811439,-0.906128,-0.654985,-1.00779
sub-004,ses-02,activemotor,19,9,-0.738726,-0.851978,-0.746114,-1.05272,-0.812755,-0.836281,-0.826259,-0.987409,-0.734715,-0.903612,-0.634347,-1.1016,-0.738255,-0.916697,-0.752718,-1.01246,-0.584384,-1.04939,-0.808389,-1.16255,-0.737125,-0.938866,-0.771121,-0.922505
sub-004,ses-02,motorimagery,19,9,-0.649754,-1.00922,-0.830162,-0.813528,-0.71049,-0.957046,-0.800535,-0.893813,-0.728789,-1.03953,-0.583303,-0.83479,-0.727076,-0.986174,-0.647152,-0.896671,-0.747751,-1.06334,-0.620849,-0.861626,-0.672975,-0.942516,-0.607476,-0.893327
sub-004,ses-02,passivemotor,19,9,-3.28194,-3.64236,-1.89612,-3.62483,-1.89589,-2.01045,-2.29569,-2.07481,-1.78639,-3.61581,-3.52602,-2.03765,-1.77365,-0.85867,-1.82048,-2.1017,-3.19307,-3.58012,-2.07465,-2.03866,-3.26094,-3.53881,-3.41527,-1.97299
sub-004,ses-03,activemotor,19,9,-0.5727,-0.737095,-0.658041,-1.07583,-0.617903,-0.871793,-0.527683,-0.923077,-0.618915,-0.792888,-0.636201,-0.872421,-0.59092,-1.00783,-0.53946,-0.816805,-0.588206,-0.774317,-0.623864,-0.792209,-0.734324,-0.956989,-0.551844,-0.913352
sub-004,ses-03,motorimagery,19,9,-0.647003,-0.879171,-0.738723,-1.00555,-0.725891,-1.05334,-0.688167,-0.846157,-0.704255,-1.025,-0.83163,-0.904261,-0.685294,-0.989063,-0.791238,-0.993816,-0.710752,-1.10738,-0.942704,-0.994085,-0.652281,-0.933302,-0.824325,-0.898134
sub-004,ses-03,passivemotor,19,9,-0.725889,-1.12878,-0.638294,-1.03446,-0.679143,-1.03072,-0.787331,-0.989892,-0.731974,-0.883523,-0.755305,-1.01525,-0.794322,-0.940054,-0.792294,-0.953532,-0.641192,-0.950974,-0.766589,-0.824959,-0.714002,-1.02389,-0.63955,-0.981813
sub-005,ses-01,activemotor,19,9,-0.650017,-0.948025,-0.803533,-0.868598,-0.71122,-0.717006,-0.721601,-0.809491,-0.780468,-0.801233,-0.765106,-0.847386,-0.686447,-0.732235,-0.644732,-0.911297,-0.673185,-0.824002,-0.700055,-0.867292,-0.718869,-1.06166,-0.789804,-0.758803
sub-005,ses-01,motorimagery,19,9,-0.818021,-0.819421,-0.846981,-1.00665,-0.810581,-0.881038,-0.67508,-0.808491,-0.961737,-0.910237,-0.73214,-0.776108,-0.846588,-0.848285,-0.83435,-0.900084,-0.843258,-0.906217,-0.82804,-0.767673,-0.879616,-0.948529,-0.810849,-0.798181
sub-005,ses-01,passivemotor,19,9,-0.903189,-0.866117,-0.790015,-0.912136,-0.75835,-0.915687,-0.788647,-1.0566,-0.734336,-1.00029,-0.795938,-0.828799,-0.556388,-0.861704,-0.880112,-0.859791,-0.746193,-0.855716,-0.926272,-0.913078,-0.830699,-0.962532,-0.7668,-0.929219
sub-005,ses-02,activemotor,19,9,-0.864101,-0.907542,-0.85683,-0.751924,-0.715226,-0.893669,-0.81465,-0.706615,-0.695025,-0.86433,-0.951948,-0.804382,-0.730505,-0.765141,-0.680902,-0.821154,-0.663331,-0.861173,-0.854795,-0.812615,-0.70167,-0.864799,-0.80981,-0.74399
sub-005,ses-02,motorimagery,19,9,-0.919741,-0.848942,-0.894293,-0.971011,-0.778488,-1.10593,-0.987049,-0.963857,-0.925757,-1.00899,-1.06959,-0.967396,-0.969372,-1.14431,-1.11187,-1.14526,-1.01435,-0.9856,-1.0618,-1.11194,-0.961221,-1.10996,-1.16598,-1.22218
sub-005,ses-02,passivemotor,19,9,-0.692144,-1.00459,-0.920446,-0.85215,-0.661622,-0.943406,-0.842575,-0.798805,-0.794649,-0.860618,-0.708432,-0.712714,-0.857039,-0.995115,-0.814916,-0.925417,-0.67299,-0.768633,-0.807914,-0.932974,-0.756113,-0.780348,-0.715566,-0.761748
sub-005,ses-03,activemotor,19,9,-0.721523,-0.892705,-0.703718,-0.963732,-0.870437,-0.870985,-0.746897,-0.906748,-0.700423,-0.806964,-0.78838,-0.817026,-0.552863,-0.808048,-0.755332,-0.799572,-0.766864,-1.02058,-0.832859,-0.912304,-0.786739,-1.02657,-0.804513,-0.825975
sub-005,ses-03,motorimagery,19,9,-0.775645,-0.839946,-0.775227,-0.975017,-0.627605,-0.955508,-0.863042,-0.778374,-0.750916,-0.750283,-0.823251,-0.72755,-0.752456,-0.906108,-0.708745,-0.896444,-0.824219,-0.604464,-0.74487,-0.868018,-0.78819,-0.771986,-0.748059,-0.746142
sub-006,ses-01,activemotor,19,9,-0.84123,-1.14744,-0.83425,-0.841153,-0.768945,-0.869459,-0.689466,-1.12655,-0.742977,-1.00944,-0.892526,-0.859313,-0.943479,-1.02881,-0.782737,-1.24523,-0.880591,-0.87004,-0.669498,-0.907799,-0.705653,-1.08236,-0.754519,-1.02932
sub-006,ses-01,motorimagery,19,9,-0.75555,-0.97512,-0.791522,-0.942103,-0.732179,-0.944731,-0.692442,-0.898841,-0.576633,-0.878065,-0.736969,-0.635154,-0.715361,-0.904717,-0.72333,-0.894723,-0.861657,-1.14225,-0.713218,-0.849529,-0.806121,-0.907974,-0.594745,-0.724776
sub-006,ses-01,passivemotor,19,9,-0.804512,-1.00266,-0.803012,-0.861738,-0.891134,-1.16186,-0.912868,-0.993805,-0.841785,-0.966565,-0.889776,-1.05916,-0.800791,-1.0199,-0.781641,-0.974877,-0.884528,-1.0885,-0.807822,-1.02699,-0.710315,-1.08669,-0.780882,-0.818496
sub-006,ses-02,activemotor,19,9,-0.714055,-0.914781,-0.672687,-0.924903,-1.01477,-1.08322,-0.778846,-0.945473,-0.717794,-0.953871,-0.890828,-0.913284,-0.699727,-0.935127,-0.812547,-1.00971,-0.734972,-0.963884,-0.995283,-1.06688,-0.804028,-1.00134,-0.663763,-0.784223
sub-006,ses-02,motorimagery,19,9,-0.800067,-0.875599,-0.789839,-0.9644,-0.978585,-0.941842,-0.719636,-1.009,-0.61946,-0.977125,-0.687272,-0.934084,-0.84568,-0.885078,-0.891908,-0.782657,-0.799541,-1.13077,-0.714078,-0.959402,-0.551849,-0.872391,-0.645825,-0.850694
sub-006,ses-02,passivemotor,19,9,-0.770497,-0.903196,-0.835788,-0.930398,-0.717928,-0.987986,-0.74856,-1.04163,-0.729512,-1.03857,-0.909821,-1.08266,-0.915572,-0.958612,-0.715379,-0.979722,-0.756621,-0.96579,-0.797023,-0.915045,-0.76003,-0.935527,-0.882294,-1.02917
sub-006,ses-03,activemotor,19,9,-0.960964,-0.988704,-0.941273,-0.873463,-0.798924,-1.14061,-0.716025,-0.947482,-0.605369,-0.927498,-0.768959,-0.927104,-0.836075,-1.02983,-0.771789,-1.0865,-0.876153,-0.888741,-0.768261,-0.878668,-0.826513,-1.06678,-0.769306,-0.994254
sub-006,ses-03,passivemotor,19,9,-0.91528,-1.12718,-0.81707,-0.982159,-0.757011,-1.02209,-0.934945,-0.912728,-0.887443,-0.88577,-0.717037,-1.05096,-0.671835,-1.11603,-0.777521,-0.939314,-0.721691,-1.03195,-0.68984,-1.03854,-0.819031,-0.954902,-0.794599,-0.998819
sub-007,ses-01,motorimagery,19,9,-0.722624,-0.982316,-0.871429,-0.9987,-0.907444,-1.08753,-0.802815,-0.963262,-0.812705,-0.858944,-0.785505,-0.723107,-0.746724,-0.919175,-0.850874,-0.952926,-0.5891,-0.81145,-0.829141,-1.15709,-0.702896,-0.889856,-0.732237,-0.884333
sub-007,ses-01,passivemotor,19,9,-0.855303,-1.0039,-0.798079,-0.864626,-0.844242,-1.10142,-1.043,-1.13245,-0.971809,-1.14918,-0.87071,-1.04997,-0.974007,-1.1666,-0.935573,-1.15617,-1.03541,-1.20301,-0.956653,-1.05755,-0.984949,-1.31971,-1.00644,-1.15581
sub-007,ses-02,motorimagery,19,9,-0.974691,-1.18122,-0.847629,-1.04335,-0.837878,-1.0123,-0.85022,-1.01539,-0.727735,-1.03273,-0.962284,-0.795911,-0.791148,-0.942675,-0.725496,-0.916442,-0.900917,-1.08598,-0.823017,-0.947035,-0.757607,-0.884331,-0.844517,-0.840884
sub-007,ses-02,passivemotor,19,9,-0.782732,-0.95499,-0.706059,-1.04028,-0.646421,-0.796767,-0.79137,-0.906686,-0.6688,-1.01907,-0.795879,-0.962822,-0.793145,-0.885799,-0.75203,-1.05243,-0.813963,-0.977857,-0.743857,-0.842258,-0.654983,-0.77116,-0.84305,-0.899278
sub-007,ses-03,activemotor,19,9,-0.719072,-1.07341,-0.827718,-0.926186,-0.87804,-0.858577,-0.746784,-0.951101,-0.805181,-1.04451,-0.754644,-0.894756,-0.681006,-0.789468,-0.655852,-0.746658,-0.72184,-1.04542,-0.597493,-0.774691,-0.67792,-0.782301,-0.834678,-0.985645
sub-007,ses-03,motorimagery,19,9,-0.900992,-1.05626,-0.726572,-0.990476,-0.78124,-1.26409,-0.76638,-0.992016,-0.793792,-0.844994,-0.862504,-1.03217,-0.947308,-1.03215,-0.652755,-0.87959,-0.847262,-0.948203,-0.856102,-1.07876,-0.986053,-1.05541,-0.902178,-0.956076
sub-007,ses-03,passivemotor,19,9,-0.864434,-1.08149,-0.658134,-1.17922,-0.762549,-0.811264,-0.850759,-1.14648,-0.890852,-0.989433,-0.938015,-1.03536,-0.901036,-1.14865,-0.92724,-1.05462,-0.901312,-0.948664,-0.908409,-1.09285,-0.938444,-0.996433,-0.887631,-1.13218
sub-008,ses-03,activemotor,19,9,-0.598384,-0.853265,-0.817093,-0.98771,-0.796965,-1.23101,-0.816763,-1.01037,-0.731615,-1.0253,-1.0135,-0.994402,-0.753388,-1.07189,-0.912736,-1.12993,-0.93088,-0.934554,-0.755398,-1.13101,-0.855445,-1.26032,-0.894952,-0.898893
sub-008,ses-03,motorimagery,19,9,-0.790781,-0.841133,-0.854961,-0.98477,-0.743476,-0.905919,-0.758904,-0.915851,-0.726621,-0.885317,-0.722967,-0.999437,-0.736827,-1.05326,-0.711535,-0.925244,-0.570123,-1.01154,-0.700496,-1.10805,-0.774386,-0.86818,-0.583544,-0.837823
sub-008,ses-03,passivemotor,19,9,-0.877558,-0.950961,-0.901536,-0.923294,-0.733067,-1.09264,-0.732427,-1.10326,-0.672253,-1.03311,-0.778112,-1.22304,-0.910438,-1.04361,-0.852892,-0.848427,-0.698516,-1.14567,-0.784518,-1.09368,-0.787809,-1.1975,-0.836665,-0.994525
sub-009,ses-01,activemotor,19,9,-2.1367,-2.19266,-2.31293,-2.56539,-2.79984,-2.8706,-2.81584,-2.65819,-2.50673,-2.30712,-2.10387,-1.7366,-1.56339,-1.38077,-1.37844,-1.33005,-1.48513,-1.53066,-1.78532,-1.78217,-2.05347,-2.20161,-2.43039,-2.25484
sub-009,ses-01,motorimagery,19,9,-2.39108,-2.03434,-1.92421,-1.71232,-1.69376,-1.67568,-1.96377,-1.80325,-1.75802,-1.57651,-1.58176,-1.67202,-1.88183,-2.12204,-2.33957,-2.4886,-2.62326,-2.56897,-2.58028,-2.65903,-2.63989,-2.75795,-2.63815,-2.58642
sub-009,ses-01,passivemotor,19,9,-1.88285,-1.93004,-2.16628,-2.23712,-2.42387,-2.17177,-2.15963,-2.26343,-2.45019,-2.42321,-2.26022,-2.16716,-2.08085,-2.10525,-2.12812,-2.03568,-1.98673,-2.0125,-2.19205,-2.24726,-2.3842,-2.06939,-2.01036,-1.98314
sub-009,ses-02,activemotor,19,9,-2.13438,-3.47111,-3.63851,-3.67402,-3.37465,-2.98394,-3.21849,-5.05553,-3.16085,-3.18951,-3.12044,-3.2219,-3.41661,-3.68684,-1.99477,-2.13569,-1.8732,-1.69509,-3.65098,-3.54481,-3.49385,-1.70756,-1.23195,-1.45897
sub-009,ses-02,motorimagery,19,9,-1.65604,-1.88167,-1.93447,-2.10164,-1.94957,-1.89045,-1.75838,-1.81234,-1.61333,-1.6941,-1.58567,-1.60192,-1.527,-1.68022,-1.70533,-1.83421,-1.84539,-1.92886,-2.01547,-2.21928,-2.21829,-2.23757,-2.24197,-2.24713
sub-009,ses-02,passivemotor,19,9,-1.68447,-1.8712,-1.80445,-2.29214,-1.88573,-1.9603,-2.11079,-2.29626,-2.72697,-2.93201,-2.12999,-2.26071,-2.34755,-2.41619,-2.10192,-2.03556,-2.01606,-2.19492,-1.72115,-1.95094,-1.95601,-1.97489,-2.13027,-2.28155
sub-009,ses-03,activemotor,19,9,-3.59456,-3.95502,-4.2759,-4.67082,-3.1039,-4.3702,-4.10531,-3.81918,-2.21554,-2.30902,-2.10134,-1.93034,-1.70646,-1.6028,-1.62391,-1.75085,-4.0217,-5.66162,-5.80062,-6.05599,-4.10007,-6.44528,-6.19794,-4.05393
sub-009,ses-03,motorimagery,19,9,-1.73791,-1.72074,-1.76054,-1.92387,-1.9234,-2.08445,-2.27883,-2.40297,-2.69515,-2.91319,-2.98141,-2.93151,-2.63814,-2.39068,-2.45858,-2.5601,-2.49755,-2.33793,-2.14094,-2.01052,-1.74664,-1.7264,-1.51765,-1.44868
sub-009,ses-03,passivemotor,19,9,-2.02443,-1.76926,-1.9975,-2.16293,-1.71398,-1.55393,-1.48464,-1.55296,-1.52585,-1.55758,-1.54072,-1.66728,-1.70823,-1.87419,-1.81415,-1.83317,-1.87013,-2.11407,-2.71414,-2.36954,-2.11713,-2.10398,-2.20473,-2.95462
sub-010,ses-01,activemotor,19,9,-2.09389,-2.24957,-2.3542,-2.33322,-2.2093,-2.1056,-2.09926,-2.22393,-2.45285,-2.65627,-2.79949,-2.85719,-2.67967,-2.45532,-2.28818,-2.14101,-1.74129,-1.54759,-1.34838,-1.32677,-1.26152,-1.39708,-1.42154,-1.72281
sub-010,ses-01,motorimagery,19,9,-2.5385,-2.64634,-2.57578,-2.49497,-2.50274,-2.63521,-2.51637,-2.51499,-2.52596,-2.28785,-2.1776,-2.15914,-2.17391,-2.30622,-1.85349,-1.67796,-1.49921,-1.51517,-1.41571,-1.42637,-1.25566,-1.31591,-1.27289,-1.49547
sub-010,ses-01,passivemotor,19,9,-1.99901,-2.10524,-2.04606,-1.96857,-1.92724,-1.97836,-2.16225,-2.24127,-2.26102,-2.10571,-1.96031,-1.95219,-1.9357,-2.00537,-1.80273,-1.81832,-2.3465,-2.1662,-2.24748,-4.20373,-4.37333,-3.7729,-2.16612,-3.77429
sub-010,ses-02,activemotor,19,9,-2.87656,-2.69555,-2.487,-2.40176,-2.16898,-2.01471,-1.84557,-1.80714,-1.74701,-1.72443,-1.65483,-1.71009,-1.87267,-2.13741,-2.35292,-2.54114,-2.31842,-2.11827,-1.95222,-1.77004,-1.53971,-1.53447,-1.52547,-1.74933
sub-010,ses-02,motorimagery,19,9,-1.63744,-1.69126,-1.62052,-1.62757,-1.53933,-1.64545,-1.69437,-1.84885,-1.81603,-1.90665,-1.95147,-2.17264,-2.19934,-2.237,-2.26164,-2.24963,-2.29165,-2.32653,-2.3489,-2.40198,-2.1312,-1.97736,-1.79544,-1.73624
sub-010,ses-02,passivemotor,19,9,-1.96994,-1.97376,-1.91783,-1.87406,-1.814,-1.94808,-1.99588,-2.18155,-1.76636,-1.65104,-1.49247,-1.56592,-1.52776,-1.55268,-1.50843,-1.65407,-1.71918,-1.83946,-1.83824,-1.83413,-1.86018,-2.03656,-2.14504,-2.41738
sub-010,ses-03,activemotor,19,9,-2.72151,-2.52364,-2.39977,-2.3402,-2.29284,-2.04167,-1.78403,-1.64227,-1.63766,-1.76419,-1.89951,-2.03156,-2.14219,-2.49462,-2.34358,-2.30875,-2.10114,-1.99905,-1.55567,-1.43318,-1.16432,-1.19833,-1.04503,-1.19654
sub-010,ses-03,motorimagery,19,9,-1.55229,-1.53449,-1.31206,-1.38167,-1.37988,-1.65401,-1.82913,-2.07637,-2.12317,-2.25443,-1.91235,-1.79289,-1.71317,-1.77674,-1.87097,-1.92345,-1.99158,-2.17051,-2.28215,-2.47517,-2.79135,-3.13349,-2.96155,-2.68664
sub-011,ses-01,activemotor,19,9,-1.6151,-1.46042,-1.297,-1.31725,-1.29293,-1.48258,-1.54737,-1.73209,-1.77218,-2.09202,-2.15778,-2.29149,-2.18868,-2.04879,-1.79143,-1.74019,-1.67479,-1.97356,-1.66353,-1.6323,-1.48782,-1.55704,-1.56536,-1.65838
sub-011,ses-01,motorimagery,19,9,-1.40769,-1.41644,-1.25303,-1.32726,-1.33659,-1.61908,-1.80455,-2.12438,-2.17192,-2.2045,-1.8381,-1.70287,-1.60947,-1.765,-1.78819,-1.81078,-1.5797,-1.54128,-1.49284,-1.60625,-1.75592,-2.08735,-2.26072,-2.39798
sub-011,ses-01,passivemotor,19,9,-2.03118,-2.01036,-1.67223,-1.56846,-1.46722,-1.54209,-1.50355,-1.57837,-1.55443,-1.68452,-1.74646,-1.92304,-1.77322,-1.82422,-1.90686,-2.24257,-2.25697,-2.26462,-2.1184,-2.12234,-2.24955,-2.35069,-2.31568,-2.20056
sub-011,ses-02,activemotor,19,9,-1.84221,-1.79785,-1.72971,-2.12851,-1.62694,-3.28729,-1.55408,-2.0787,-2.33757,-2.4593,-2.33414,-2.17565,-1.97504,-1.78064,-1.55908,-1.52941,-1.49833,-1.70397,-1.84562,-2.08848,-2.11183,-2.27162,-1.95802,-1.80935
sub-011,ses-02,motorimagery,19,9,-1.68579,-1.89647,-1.88104,-2.0151,-2.15274,-2.32948,-2.23901,-2.19956,-2.1603,-2.2993,-2.31482,-2.32945,-2.22417,-2.19162,-1.92715,-1.79614,-1.74569,-1.83797,-2.00927,-2.15005,-2.22784,-2.37244,-2.29112,-2.18163
sub-011,ses-02,passivemotor,19,9,-2.35581,-2.19425,-2.08686,-2.01179,-2.04009,-2.11487,-1.94797,-1.8947,-1.98065,-2.22669,-2.20785,-2.22274,-1.99676,-1.9587,-1.95197,-1.99367,-1.86538,-1.86689,-1.7298,-1.91149,-1.98107,-2.1593,-1.82829,-1.69686
sub-011,ses-03,activemotor,19,9,-1.67383,-1.7483,-1.78538,-1.96894,-2.24734,-2.76136,-2.99036,-3.10383,-3.16499,-2.9053,-2.72767,-2.43305,-2.31062,-2.381,-2.05342,-1.87206,-1.69035,-1.62804,-1.66756,-1.80062,-2.00646,-2.18493,-2.32022,-2.40628
sub-011,ses-03,motorimagery,19,9,-2.47933,-2.56719,-2.3223,-2.15368,-2.01539,-1.89329,-1.70268,-1.59358,-1.34495,-1.32199,-1.21191,-1.34205,-1.36902,-1.70783,-1.671,-1.79603,-1.56932,-1.55248,-1.32938,-1.37794,-1.35321,-1.60989,-1.77135,-2.04722
sub-011,ses-03,passivemotor,19,9,-2.08716,-2.0029,-2.05041,-2.12038,-1.94896,-1.91211,-1.97941,-2.21066,-2.23774,-2.22272,-1.99734,-1.97666,-1.94767,-1.9996,-1.92392,-1.87935,-1.82474,-1.91351,-1.94605,-2.22005,-1.82411,-1.69791,-1.50538,-1.54412
sub-012,ses-01,motorimagery,19,9,-1.49007,-1.31319,-1.37405,-1.32484,-1.54173,-1.68508,-2.15314,-2.16575,-2.24831,-1.99943,-1.87436,-1.68018,-1.71951,-1.68716,-2.02045,-1.68529,-1.66669,-1.54895,-1.60451,-1.72353,-1.95337,-2.20206,-2.48206,-2.53558
sub-012,ses-01,passivemotor,19,9,-1.88716,-1.99081,-2.33065,-2.35609,-2.29976,-2.1879,-2.19797,-2.3204,-2.40418,-2.40389,-2.26025,-2.12312,-2.07248,-2.11796,-2.15066,-1.98816,-1.968,-2.05706,-2.34378,-2.33406,-2.24335,-2.0587,-2.01883,-2.01076
sub-012,ses-02,motorimagery,19,9,-1.84523,-1.91192,-1.93589,-2.18999,-2.17835,-2.24341,-2.241,-2.24731,-2.26755,-2.30049,-2.31176,-2.36176,-2.17532,-1.98476,-1.80092,-1.73713,-1.78473,-1.94417,-2.11583,-2.34507,-2.28951,-2.27447,-2.16744,-2.12258
sub-012,ses-02,passivemotor,19,9,-1.42613,-1.60822,-1.4589,-1.56926,-1.58098,-1.86519,-1.79648,-1.84242,-1.79196,-1.9272,-2.11277,-2.26928,-2.42428,-2.22989,-2.15185,-2.36518,-2.34347,-2.46335,-2.15692,-2.22315,-1.94964,-2.13935,-1.94145,-1.97931
sub-012,ses-03,motorimagery,19,9,-1.58265,-2.00205,-2.07348,-2.2323,-2.18326,-1.99835,-1.77775,-1.70458,-1.71929,-1.88645,-1.9236,-2.04957,-2.25147,-2.36993,-2.64066,-2.79814,-2.93844,-3.02766,-2.65112,-2.41954,-2.42423,-2.57798,-2.51643,-2.38177
sub-013,ses-01,passivemotor,19,9,-2.1045,-2.24866,-2.2201,-2.11998,-2.00543,-1.93525,-1.95669,-2.0361,-1.84141,-1.82315,-1.82241,-2.10557,-2.02495,-2.05709,-1.68219,-1.57684,-1.47144,-1.54244,-1.49369,-1.57203,-1.55549,-1.67776,-1.74617,-1.91261
sub-013,ses-02,motorimagery,19,9,-2.18658,-2.28383,-2.25455,-2.31543,-2.1101,-1.96632,-1.71434,-1.6605,-1.64735,-1.79188,-1.89245,-2.09631,-1.95709,-1.95498,-1.7496,-1.82683,-1.68766,-1.7132,-1.61838,-1.61551,-1.5574,-1.63274,-1.70191,-1.80254
sub-013,ses-02,passivemotor,19,9,-1.51127,-1.54154,-1.48158,-1.58626,-1.47669,-1.61585,-1.68112,-1.8678,-1.81116,-1.8254,-1.85662,-1.98855,-2.11447,-2.38005,-2.19992,-2.13061,-2.13122,-2.30313,-2.31806,-2.31174,-2.09136,-2.01993,-2.03282,-2.08062
sub-013,ses-03,motorimagery,19,9,-1.44775,-1.71657,-1.87837,-2.22788,-2.16809,-2.13821,-1.83983,-1.73123,-1.71354,-1.78564,-1.92588,-2.00905,-2.10318,-2.21376,-2.35322,-2.64742,-2.89928,-2.98063,-2.91695,-2.61106,-2.51891,-2.38522,-2.46468,-2.60612
sub-013,ses-03,passivemotor,19,9,-1.96099,-1.91324,-1.97124,-2.19213,-2.22901,-2.25095,-1.9971,-1.95247,-1.94169,-2.02018,-1.90875,-1.86036,-1.8245,-1.90913,-1.93785,-2.18009,-1.85204,-1.71262,-1.51161,-1.53828,-1.47741,-1.56655,-1.47656,-1.61538
sub-014,ses-02,motorimagery,19,9,-0.950315,-1.03894,-0.87894,-0.918903,-0.954146,-1.0254,-1.00713,-1.10727,-0.9358,-0.968071,-0.841225,-1.06138,-1.0134,-1.06602,-0.885881,-1.12008,-1.15912,-0.963862,-0.866053,-0.98204,-0.929795,-0.987688,-0.894963,-0.955973
