recording_id,subject,task,run,status,error,sfreq,n_channels,block_start_s,block_s,n_pulses,iti_median,iti_iqr,det_separation,blank_frac,spont_exponent,n_spont_seg,spont_lziv,spont_perm_entropy,spont_spectral_entropy,real_evoked_rms,real_baseline_rms,real_response_duration_ms,real_n_channels_responding,real_evoked_lz,sham_evoked_rms,sham_baseline_rms,sham_response_duration_ms,sham_n_channels_responding,sham_evoked_lz
ds005620/sub-1045/eeg/sub-1045_task-sed_acq-tms_run-2,1045,sed,2,ok,,5000.0,64,13.455,90.0,45,1.994,0.2605000000000002,2778.8571428571427,0.035,2.1777142436903087,20,0.11056971053873202,0.963543035701748,0.5740329871290812,8.576697481713508,2.9945141072995476,500.0,47,0.5108910629232467,10.808724869892853,2.408198352249539,500.0,63,0.13444501655874913
ds005620/sub-1045/eeg/sub-1045_task-sed_acq-tms_run-1,1045,sed,1,ok,,5000.0,64,10.506,90.0,45,1.9847000000000001,0.26844999999999963,3716.636505681818,0.035,2.1394492721130476,21,0.11127158008707064,0.9728647243416788,0.5197837647398308,11.635897509957413,2.2779109774969792,500.0,55,0.4033350496762474,5.067704629569045,2.7820395534169937,500.0,25,0.49552591817367536
ds005620/sub-1045/eeg/sub-1045_task-sed_acq-tms_run-3,1045,sed,3,ok,,5000.0,64,18.39,90.0,45,1.9937999999999998,0.3226000000000002,4112.6,0.035,2.37955850635871,22,0.09650734885182022,0.972341544168269,0.4783640509928761,13.541028190591456,2.1119065993548585,500.0,51,0.26889003311749826,8.79594900894498,3.5080929652873873,500.0,53,0.28809646405446243
ds005620/sub-1046/eeg/sub-1046_task-awake_acq-tms,1046,awake,,ok,,5000.0,64,97.865,90.0,45,2.029,0.29675000000000007,443.1782332920792,0.035,1.3987140530077307,24,0.20678386785379058,0.9673381803827559,0.6564874029149952,8.840837521572041,3.7314211050121284,500.0,58,0.5531452109845678,4.716461704614513,2.394647160354334,500.0,15,0.5339387800476036
ds005620/sub-1046/eeg/sub-1046_task-sed_acq-tms_run-1,1046,sed,1,ok,,5000.0,64,6.274,90.0,46,1.9592,0.3288,613.0,0.035,2.1400890932002516,20,0.102353752895988,0.9408056659686922,0.6531637594595046,9.404151529190562,3.9531324024473933,500.0,38,0.5953993590458889,7.044531213998324,4.714927614397082,500.0,6,0.5800342142963176
ds005620/sub-1046/eeg/sub-1046_task-sed_acq-tms_run-2,1046,sed,2,ok,,5000.0,64,7.764,90.0,44,2.076,0.19890000000000008,834.2169811320755,0.035,2.1064470846225856,32,0.1102516675649949,0.9455113237594976,0.6588494729905726,9.157199768352374,3.2288947540953052,500.0,43,0.5838755004837105,4.82292491253148,3.3276332994458167,500.0,5,0.6530186518567814
ds005620/sub-1054/eeg/sub-1054_task-awake_acq-tms,1054,awake,,ok,,5000.0,64,4.582,90.0,46,1.9588,0.33299999999999996,1492.5847792394645,0.035,1.2710179127041767,20,0.2109579613338462,0.9692875653207282,0.6377992238456155,4.650192990624491,3.420501619551555,500.0,23,0.5915580728584962,3.94279998989444,3.7002920591019453,500.0,1,0.572351641921532
ds005620/sub-1054/eeg/sub-1054_task-sed_acq-tms_run-1,1054,sed,1,ok,,5000.0,64,6.785,90.0,43,2.077,0.2033999999999998,1011.1025641025641,0.035,2.3472164112644918,31,0.07433843311892341,0.9432923204403226,0.5790605142060253,5.299344601202084,4.475214216789824,500.0,6,0.4763194872367112,6.003280056484564,5.6240310941085045,500.0,15,0.48784334579888966
ds005620/sub-1054/eeg/sub-1054_task-sed_acq-tms_run-2,1054,sed,2,ok,,5000.0,64,5.879,90.0,45,1.9649999999999999,0.2559499999999999,925.5106132919104,0.035,2.2541334802614714,20,0.09972825081952162,0.9558719018301414,0.6052271269204896,6.932767048321043,3.5460704365663074,500.0,32,0.7029553722928883,5.837692411001493,4.54621337988811,500.0,3,0.4686369148619255
ds005620/sub-1055/eeg/sub-1055_task-awake_acq-tms,1055,awake,,ok,,5000.0,64,16.349,90.0,45,1.9646,0.2810499999999996,262.67541787323256,0.035,2.3574184971289336,20,0.13518927802837669,0.9638415248521492,0.4714822383279853,58.71897548726603,8.258037380780522,500.0,62,0.28809646405446243,14.679023318358642,7.993605479995458,500.0,10,0.31882675355360507
ds005620/sub-1055/eeg/sub-1055_task-sed_acq-tms_run-2,1055,sed,2,ok,,5000.0,64,12.447,90.0,45,1.9649999999999999,0.23130000000000006,223.99120879120878,0.035,2.275209671479103,19,0.07264509432391855,0.9332651976045336,0.5022723228705286,12.712030293896603,10.294979310384093,500.0,43,0.3994937634888545,19.409436072778742,12.425407418083317,500.0,18,0.49552591817367536
ds005620/sub-1055/eeg/sub-1055_task-sed_acq-tms_run-1,1055,sed,1,ok,,5000.0,64,6.028,90.0,37,2.1092,0.18100000000000005,131.68656476492237,0.035,1.885336385892691,28,0.08937742993559762,0.9289394920753763,0.6369185785096914,125.95232267540699,46.78018644077407,500.0,50,0.6069232176080674,30.237701214395372,27.245354583050748,500.0,20,0.6338122209198173
ds005620/sub-1057/eeg/sub-1057_task-sed_acq-tms_run-1,1057,sed,1,ok,,5000.0,64,11.538,90.0,45,1.9649999999999999,0.2310000000000001,3391.3333333333335,0.035,2.5167538845424007,19,0.07262839271271015,0.9634893294816508,0.46133313450234226,6.175007627516842,3.796274229776269,500.0,16,0.3956524773014617,7.7525052042946525,4.320112808860636,500.0,35,0.33803318449056924
ds005620/sub-1057/eeg/sub-1057_task-awake_acq-tms,1057,awake,,ok,,5000.0,64,5.078,90.0,45,1.959,0.33279999999999976,2784.3125,0.035,1.9736452748610849,19,0.2604741753040549,0.9773368046410318,0.5736784822929747,7.541399887931231,2.8329933903069406,500.0,57,0.3841286187392832,2.139788172881354,2.5163284141207645,500.0,4,0.4993672043610682
ds005620/sub-1057/eeg/sub-1057_task-sed_acq-tms_run-3,1057,sed,3,ok,,5000.0,64,31.465,90.0,45,1.9758,0.32609999999999983,3453.805226194422,0.035,2.4764266054153783,20,0.09848023992071922,0.97292299184666,0.4408952660739668,6.376530046397741,2.7460249514271236,500.0,38,0.38796990492667605,6.619146229000026,1.9770879963568635,500.0,50,0.2535248883679269
ds005620/sub-1057/eeg/sub-1057_task-sed_acq-tms_run-2,1057,sed,2,ok,,5000.0,64,6.513,90.0,46,1.9388,0.29420000000000024,3415.0416666666665,0.035,2.5258498944135455,19,0.10074695420174878,0.9671395555582478,0.5366283241951546,10.633798487104084,4.425661964533342,500.0,41,0.4494304839249614,10.131492134298046,2.7696628762622284,500.0,44,0.26120746074271256
ds005620/sub-1060/eeg/sub-1060_task-sed_acq-tms_run-1,1060,sed,1,ok,,5000.0,64,39.538,90.0,45,2.0269000000000004,0.27939999999999987,1507.2068965517242,0.035,2.359399544586441,24,0.10385529405405881,0.9385033826497928,0.5728024694730369,6.441597759389696,3.48389760300901,500.0,22,0.5339387800476036,7.983784626323602,4.946849034041772,500.0,12,0.5685103557341391
ds005620/sub-1060/eeg/sub-1060_task-awake_acq-tms,1060,awake,,ok,,5000.0,64,76.471,90.0,45,1.9965000000000002,0.27959999999999985,3337.923076923077,0.035,1.3984475824110607,21,0.1920842891245788,0.960780086159868,0.5230102104441824,4.060317516517797,1.6208433604075527,500.0,58,0.6030819314206747,5.723959951026799,2.3829055483372046,500.0,52,0.4494304839249614
ds005620/sub-1060/eeg/sub-1060_task-sed_acq-tms_run-3,1060,sed,3,ok,,5000.0,64,58.24,90.0,45,2.0262000000000002,0.2742500000000001,636.3194444444445,0.035,2.3677847739828985,24,0.11670663843372683,0.9546576716250168,0.5773555999495488,12.932342245541792,5.233903889751155,500.0,59,0.2381597436183556,7.576941944655054,6.639501500705984,500.0,12,0.5377800662349965
ds005620/sub-1060/eeg/sub-1060_task-sed_acq-tms_run-2,1060,sed,2,ok,,5000.0,64,138.593,90.0,45,2.0545,0.30905000000000005,636.4626865671642,0.035,2.280302406946987,24,0.1146142886566898,0.9451956057997148,0.5935777226108435,9.992907891270594,4.910731788078096,500.0,48,0.5800342142963176,7.844275004374027,7.440222202125332,500.0,7,0.5185736352980324
ds005620/sub-1061/eeg/sub-1061_task-sed_acq-tms_run-1,1061,sed,1,ok,,5000.0,64,58.68,90.0,45,1.9965000000000002,0.2634000000000001,1350.09375,0.035,2.546287973391289,21,0.06741252441597287,0.9475437230383046,0.46712310805222457,7.379103553754495,3.973082661953859,500.0,22,0.4263827668006044,13.302524495160137,6.621586518289481,500.0,32,0.2496836021805341
ds005620/sub-1062/eeg/sub-1062_task-sed_acq-tms_run-1,1062,sed,1,ok,,5000.0,64,8.0,90.0,45,1.9565000000000001,0.2648999999999999,343.9321746996589,0.035,2.2727801740876306,19,0.11106417625842534,0.9343285224801322,0.5558192152365571,8.297715170669242,6.010291012058452,500.0,25,0.4916846319862825,8.429156951196275,6.489897806911218,500.0,18,0.457113056299747
ds005620/sub-1061/eeg/sub-1061_task-awake_acq-tms,1061,awake,,ok,,5000.0,64,185.483,90.0,45,1.9787,0.24025000000000007,2310.7,0.035,1.9479056632604759,21,0.16659175842954468,0.961431711678822,0.5236163952784273,6.932305890506843,1.7358869583752325,500.0,62,0.3034616088040337,12.206234481276786,2.176022449562654,500.0,62,0.07298443756046381
ds005620/sub-1062/eeg/sub-1062_task-sed_acq-tms_run-3,1062,sed,3,ok,,5000.0,64,87.7,90.0,45,1.9535,0.2859999999999998,216.6581851355482,0.035,2.372733170436411,21,0.10000219496152277,0.9296243551154983,0.4639935071131868,15.34495153239903,12.934856524495435,500.0,40,0.48400205961149684,15.630277467984333,15.835765509096992,500.0,22,0.5377800662349965
ds005620/sub-1062/eeg/sub-1062_task-awake_acq-tms,1062,awake,,ok,,5000.0,64,91.034,90.0,46,1.9938,0.2834000000000001,1093.1585461128047,0.035,2.355916790506642,20,0.16044555926016085,0.9445031157222488,0.5483164702041986,6.490948170418954,2.6000737776151217,500.0,60,0.3994937634888545,10.283965624008184,6.086180133675079,220.0,13,0.24584231599314124
ds005620/sub-1064/eeg/sub-1064_task-sed_acq-tms_run-1,1064,sed,1,ok,,5000.0,64,114.343,90.0,46,1.955,0.28500000000000014,30.12667899234599,0.035,1.767826192782112,19,0.26410602354509616,0.9628124538872723,0.6876446772675795,30.772199660371395,28.598713541698142,500.0,1,0.5224149214854251,31.656776832412802,32.448643655765125,500.0,4,0.7490508065416023
ds005620/sub-1062/eeg/sub-1062_task-sed_acq-tms_run-2,1062,sed,2,ok,,5000.0,64,108.131,90.0,45,2.0362999999999998,0.2649499999999998,222.58515966157205,0.035,2.1190564709770836,27,0.13012198406288716,0.9405225481905344,0.5883090082361709,45.14493932377535,17.38387385140423,500.0,36,0.46095434248713985,49.339255002254,38.59166711043832,500.0,22,0.46479562867453267
ds005620/sub-1064/eeg/sub-1064_task-sed_acq-tms_run-3,1064,sed,3,ok,,5000.0,64,142.0,90.0,45,2.0236,0.30815000000000015,137.9156626506024,0.035,2.620837606412172,23,0.10376569802224737,0.9575723117893437,0.5270275630374137,16.24416325653066,10.183462783849087,500.0,7,0.5070497767358538,29.841120175599833,29.213520265858207,500.0,13,0.5685103557341391
ds005620/sub-1064/eeg/sub-1064_task-awake_acq-tms,1064,awake,,ok,,5000.0,64,102.171,90.0,45,2.011,0.2981999999999998,1372.406298828125,0.035,2.3036543324214973,23,0.24980959287068877,0.9676286284971971,0.6167166127772922,8.383692388688532,1.700776791627891,500.0,63,0.19974688174442726,9.845270124244559,3.632433516238754,500.0,56,0.29193775024185525
ds005620/sub-1067/eeg/sub-1067_task-sed_acq-tms_run-1,1067,sed,1,ok,,5000.0,64,96.413,90.0,46,1.994,0.31000000000000005,1652.517857142857,0.035,2.0940931546754946,20,0.12932861919487298,0.9710565322122022,0.593840777921707,4.623024489990107,2.6412121767609227,500.0,18,0.7029553722928883,6.054852325029885,3.0208893621080013,500.0,27,0.5608277833593535
ds005620/sub-1064/eeg/sub-1064_task-sed_acq-tms_run-2,1064,sed,2,ok,,5000.0,64,260.885,90.0,47,1.8917000000000002,0.37029999999999963,23.377852510208985,0.035,2.2124271298402234,18,0.21363240924321192,0.9585432086569837,0.6054785862946785,53.41188535066336,54.627681354868685,500.0,1,0.66454251041896,50.320607533086246,34.97945412967259,500.0,0,0.5531452109845678
ds005620/sub-1067/eeg/sub-1067_task-sed_acq-tms_run-3,1067,sed,3,ok,,5000.0,64,99.407,90.0,44,2.046,0.23790000000000022,606.5814338953287,0.035,2.4316581865988818,28,0.09869492338505484,0.9790627746055804,0.48229587353141334,7.126675995573725,6.325242192436696,500.0,13,0.4033350496762474,11.585519608333321,10.538673647841945,500.0,22,0.39181119111406887
ds005620/sub-1067/eeg/sub-1067_task-awake_acq-tms,1067,awake,,ok,,5000.0,64,18.179,90.0,44,2.0928,0.30079999999999973,995.2395670572918,0.035,2.09880928952004,24,0.21755073336820846,0.9683780401176065,0.5810156433414474,14.23640685899151,5.378196494203817,500.0,2,0.31882675355360507,12.722949208971976,13.572333738569107,nan,2,0.06146057899828531
ds005620/sub-1068/eeg/sub-1068_task-sed_acq-tms_run-1,1068,sed,1,ok,,5000.0,64,95.141,90.0,45,2.02,0.2994999999999999,579.5921052631579,0.035,2.3915512559333396,24,0.0912819349916146,0.9647585088451507,0.4641181150403029,15.480297110402981,4.320487856090763,500.0,55,0.28425517786706955,8.991258239930916,7.546961035682393,500.0,11,0.41101762205103304
ds005620/sub-1067/eeg/sub-1067_task-sed_acq-tms_run-2,1067,sed,2,ok,,5000.0,64,57.147,90.0,45,1.9941,0.3047500000000001,565.8788911830871,0.035,2.2618824763786822,22,0.1096108102357713,0.9699663615455292,0.5571154593999268,10.950390923264777,6.022472169835929,500.0,9,0.48400205961149684,10.919048417627911,5.649513943100325,500.0,34,0.4225414806132115
ds005620/sub-1071/eeg/sub-1071_task-sed_acq-tms_run-1,1071,sed,1,ok,,5000.0,64,64.274,90.0,45,1.9580000000000002,0.30125,1740.4814814814815,0.035,2.1817638473089804,19,0.11310389083499128,0.9646770397317459,0.5782790708913699,8.45854608372747,4.346392910369114,500.0,32,0.5224149214854251,9.11415908230689,3.3841610161721656,500.0,41,0.4225414806132115
ds005620/sub-1074/eeg/sub-1074_task-awake_acq-tms,1074,awake,,too_few_pulses,,5000.0,64,142.457,90.0,7,3.1369,4.903600000000001,61.7941291360294,,,,,,,,,,,,,,,,
ds005620/sub-1068/eeg/sub-1068_task-awake_acq-tms,1068,awake,,ok,,5000.0,64,14.666,90.0,47,1.9565000000000001,0.36985,1031.5813953488373,0.035,2.2020155569120323,20,0.18181748781324933,0.9609923462921737,0.45929791559707367,106.40451684076194,15.755536925075422,500.0,29,0.5416213524223893,62.050945560678144,26.913470173144624,500.0,4,0.2996203226166409
ds005620/sub-1074/eeg/sub-1074_task-sed_acq-tms_run-2,1074,sed,2,ok,,5000.0,64,82.62,90.0,44,2.0502,0.29830000000000023,2157.8002056420687,0.035,1.7246916889964856,26,0.16840411472385436,0.9552787367327339,0.6159707747344552,3.3395447352744947,2.0769109419556506,500.0,15,0.6875902275433169,4.139940300300615,1.724548397849058,500.0,38,0.4263827668006044
ds005620/sub-1071/eeg/sub-1071_task-awake_acq-tms,1071,awake,,ok,,5000.0,64,114.634,90.0,44,2.018,0.2996000000000001,1216.7123287671234,0.035,2.382684694947862,23,0.1828784787714161,0.9652509492462529,0.4339019432145921,10.281962073330483,3.952165175901704,500.0,7,0.4916846319862825,8.32846109919235,5.06431226098648,500.0,7,0.4187001944258187
ds005620/sub-1071/eeg/sub-1071_task-sed_acq-tms_run-2,1071,sed,2,too_few_pulses,,5000.0,64,144.666,6.141,3,1.6351,0.1889000000000003,730.3387096774194,,,,,,,,,,,,,,,,
ds005620/sub-1074/eeg/sub-1074_task-sed_acq-tms_run-1,1074,sed,1,ok,,5000.0,64,45.896,90.0,45,1.9937999999999998,0.27954999999999974,2708.0,0.035,2.4796631916207925,22,0.0999991193682842,0.970300285519063,0.38942997255852063,9.005578535313761,1.906416907492535,500.0,60,0.11139729943439212,10.491454516983545,4.986288214354225,500.0,53,0.34187447067796206
ds005620/sub-1074/eeg/sub-1074_task-sed_acq-tms_run-3,1074,sed,3,ok,,5000.0,64,151.023,90.0,45,2.0108,0.2599499999999999,3446.4615384615386,0.035,2.247149357829132,24,0.1052194510545641,0.9521840701774371,0.6136128630862745,8.268985389414889,5.092197904481657,500.0,14,0.4263827668006044,8.024715753242873,3.0599223219076768,500.0,20,0.6069232176080674
